course,professor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Other
AMSC660,Ramani Duraiswami,5,19,15,6,13,2,0,0,0,0,0,0,0,2,1
AMSC660,Tobias von Petersdorff,11,26,2,0,2,1,0,2,0,0,0,0,0,6,1
AMSC661,Doron Levy,0,39,3,0,1,0,0,1,1,0,0,0,2,2,0
AMSC661,Howard Elman,0,19,1,2,10,1,0,2,0,0,0,0,0,5,0
AMSC661,Lise-Marie Imbert-Gerard,8,9,5,4,2,0,0,1,0,0,1,0,1,2,5
AMSC661,Maria Cameron,17,39,13,4,19,1,0,9,0,0,2,0,4,4,1
AMSC661,Tobias von Petersdorff,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0
AMSC662,Pierre-Emmanuel Jabin,14,18,2,0,0,0,0,0,0,0,0,0,0,1,1
AMSC662,Ramani Duraiswami,0,11,9,3,3,2,0,0,0,0,0,0,0,1,0
AMSC663,Howard Elman,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0
AMSC663,Jacob Bedrossian,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0
AMSC663,Kayo Ide,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
AMSC663,Maria Cameron,0,9,2,2,0,0,0,0,0,0,0,0,0,1,0
AMSC663,Radu Balan,1,8,8,1,3,1,0,1,0,0,0,0,0,4,0
AMSC663,Thomas Goldstein,0,6,0,0,3,0,0,0,0,0,0,0,0,1,0
AMSC664,Howard Elman,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
AMSC664,Jacob Bedrossian,3,8,2,0,0,0,0,0,0,0,0,0,0,0,1
AMSC664,Kayo Ide,3,17,1,1,1,0,0,0,0,0,0,0,0,1,0
AMSC664,Maria Cameron,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
AMSC666,Eitan Tadmor,6,15,5,3,4,3,1,3,0,0,0,0,3,10,2
AMSC666,Maria Cameron,0,4,2,0,3,1,0,0,0,0,0,0,0,0,0
AMSC666,Ricardo Nochetto,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
AMSC666,Tobias von Petersdorff,3,11,4,1,2,0,0,1,0,0,0,0,1,2,2
AMSC667,Charles Levermore,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0
AMSC667,Maria Cameron,0,9,0,0,2,0,0,0,0,0,0,0,0,1,0
AMSC698L,Charles Levermore,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
AMSC714,Ricardo Nochetto,12,12,2,2,2,3,0,0,0,0,0,0,0,1,7
AMSC715,Ricardo Nochetto,16,17,6,4,1,1,0,1,0,0,0,0,0,1,8
AMSC721,Abba Gumel,3,1,2,1,1,0,0,0,1,0,0,0,0,0,8
AMSC763,Howard Elman,0,19,4,1,10,3,0,1,0,0,0,0,0,4,3
AMSC764,Thomas Goldstein,45,356,44,14,18,4,0,0,0,0,0,0,3,8,50
AMSC808C,Stuart Antman,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2
AMSC808N,Maria Cameron,13,17,10,2,6,2,0,1,0,0,0,0,0,4,20
AMSC808R,Radu Balan,2,6,1,0,0,0,0,0,0,0,0,0,0,0,7
AMSC808V,Tobias von Petersdorff,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
AMSC808X,Haizhao Yang,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
AMST101,Adelaida Shelley,3,21,0,0,0,0,0,0,0,0,0,0,0,2,0
AMST101,Ashley Hufnagel,14,25,37,14,15,13,5,4,2,0,2,2,1,4,1
AMST101,Ashley Minner,43,53,14,1,9,1,1,0,0,0,1,0,2,2,0
AMST101,Brienne Adams,27,19,17,7,4,9,3,1,3,1,0,1,4,2,1
AMST101,Carla Thomas Mcginnis,0,1,6,2,5,1,0,0,0,0,0,0,0,1,0
AMST101,Christina Hanhardt,14,51,13,7,5,5,1,1,2,0,0,0,3,1,0
AMST101,Christina Sessoms,0,33,1,1,9,2,2,1,0,0,0,0,1,1,0
AMST101,Dallas Donnell,5,4,4,3,2,2,1,0,0,0,0,0,0,2,0
AMST101,Daniel Greene,3,1,3,2,1,4,3,1,0,1,0,1,0,3,0
AMST101,Darius Bost,1,11,2,5,8,6,3,1,1,1,0,0,0,4,0
AMST101,Devon Betts,12,11,10,0,0,2,0,0,0,0,0,0,1,1,0
AMST101,Douglas Ishii,3,8,5,7,5,1,2,2,1,1,1,1,1,4,0
AMST101,Ellen Griff,0,3,17,20,11,4,1,5,1,0,0,0,2,1,0
AMST101,Eva Hageman,1,55,14,10,6,1,0,3,0,1,0,0,1,2,0
AMST101,Hazim Abdullah-Smith,0,23,15,10,8,4,4,4,4,0,0,0,1,4,1
AMST101,Ian Funk,6,9,2,5,6,3,3,2,2,1,3,0,5,5,0
AMST101,Ilyas Abukar,13,11,27,11,19,9,9,5,4,0,0,1,4,6,0
AMST101,Jacqueline Partida,6,33,17,13,10,3,4,3,4,1,0,0,2,3,0
AMST101,Jennie Chaplin,1,4,9,1,7,7,1,4,1,0,2,1,2,5,0
AMST101,Kalima Young,26,49,6,6,2,0,0,0,0,0,0,0,0,2,1
AMST101,Kelsey Michael,7,38,34,25,14,8,8,3,1,0,1,1,3,3,0
AMST101,Kevin Winstead,21,17,4,0,7,3,1,1,0,0,0,1,2,2,0
AMST101,Mark Lockwood,4,23,4,2,9,5,0,0,2,0,0,0,0,0,0
AMST101,Melissa Benitez,3,11,3,4,1,1,1,0,0,0,0,0,0,1,1
AMST101,Michael Casiano,13,7,0,0,2,2,1,0,0,0,0,0,0,1,0
AMST101,Patricia Akinbola,0,33,19,17,4,9,1,1,4,1,0,2,4,5,1
AMST101,Paul Saiedi,5,6,9,1,0,3,0,1,0,0,0,0,0,1,0
AMST101,Perla Guerrero,17,64,67,18,11,10,6,3,1,2,2,1,4,10,16
AMST101,Robert Chester,0,6,4,0,10,2,1,0,0,0,0,0,0,2,1
AMST101,Robert Jiles,7,14,7,6,4,3,1,0,2,0,1,0,1,6,1
AMST101,Schillica Howard,19,11,7,2,1,4,1,1,1,0,0,0,0,3,2
AMST101,Shoji Sanders,8,35,14,6,5,0,0,4,0,0,0,0,0,4,0
AMST101,Stephanie Stevenson,29,12,11,9,8,3,1,1,1,0,0,0,0,3,0
AMST101,Tatiana Benjamin,1,10,14,9,10,10,2,8,0,3,3,0,2,2,1
AMST101,Terrance Wooten,8,17,14,8,8,8,4,2,1,0,0,0,2,4,1
AMST101,Timothy Kumfer,9,14,28,11,5,1,0,1,0,0,0,0,3,2,2
AMST101,Tony Perry,15,9,3,3,5,3,1,3,0,0,2,0,1,5,2
AMST101,Victor Bramble,2,14,10,8,3,6,1,0,1,2,0,0,2,2,0
AMST101,Yvonne Bramble,1,5,6,3,2,2,0,0,0,0,0,0,0,4,0
AMST120,Jan Padios,2,34,84,25,8,1,1,1,0,0,0,0,1,4,2
AMST202,A Anthony,1,3,5,5,8,8,5,5,5,0,0,0,2,5,1
AMST202,Adelaida Shelley,1,15,0,0,0,0,0,0,0,0,0,0,1,0,8
AMST202,Ashley Hufnagel,0,3,10,5,1,3,2,0,0,0,0,1,0,1,0
AMST202,Ashley Minner,5,7,2,2,3,2,0,2,0,0,2,0,0,0,0
AMST202,Bayley Marquez,2,5,3,1,3,4,0,0,0,1,1,2,1,1,1
AMST202,Caroline He,10,2,2,1,3,0,0,0,0,1,1,2,1,1,1
AMST202,Christina Sessoms,0,8,5,4,2,2,1,2,0,0,0,0,1,0,0
AMST202,Dallas Donnell,17,8,8,5,3,4,1,1,1,0,0,1,0,1,1
AMST202,Jennie Chaplin,0,12,23,13,41,19,15,11,7,1,2,0,6,10,1
AMST202,Kristine Li Puma,8,5,6,0,3,0,0,0,0,1,0,0,1,3,0
AMST202,Mark Lockwood,10,12,13,6,5,3,0,0,0,0,0,0,0,3,0
AMST202,Melodie Jackson,13,1,3,2,4,1,0,0,1,0,0,0,0,1,0
AMST202,Nancy Mirabal,2,5,10,2,2,1,1,0,0,1,0,0,0,6,0
AMST202,Robert Jiles,0,12,3,0,2,1,1,0,0,0,0,0,2,6,0
AMST202,Tiffany King,0,2,4,2,4,2,1,2,0,1,1,0,1,4,2
AMST202,Tony Perry,0,4,3,3,3,2,0,2,1,1,0,0,2,3,0
AMST203,A Anthony,1,12,12,16,24,6,4,7,2,1,0,4,3,15,0
AMST203,Brienne Adams,12,2,2,3,2,0,0,1,1,0,0,0,2,0,0
AMST203,Caroline He,18,3,11,0,0,4,0,0,0,0,0,0,1,0,0
AMST203,Daniel Greene,0,2,2,9,4,5,2,1,0,0,1,0,0,0,0
AMST203,Devon Betts,2,9,2,0,3,0,1,0,0,0,1,0,0,2,0
AMST203,Eva Hageman,4,20,11,4,2,0,1,4,1,0,0,0,0,1,0
AMST203,Hazim Abdullah-Smith,0,35,26,9,17,9,5,1,0,0,2,0,1,7,5
AMST203,Jung Kim,18,24,12,7,2,2,1,1,0,0,0,0,0,3,1
AMST203,Kelsey Michael,0,17,11,6,7,3,2,3,0,0,0,0,0,2,0
AMST203,Kevin Winstead,9,7,3,0,0,2,0,0,0,0,0,0,0,2,0
AMST203,Kristine Li Puma,6,12,4,0,2,0,0,0,0,0,0,0,0,3,0
AMST203,Kylee Manganiello,7,3,11,2,0,1,0,0,0,0,0,0,0,2,0
AMST203,Mark Lockwood,9,23,6,0,0,0,0,0,0,0,0,0,0,3,0
AMST203,Michael Casiano,20,27,11,6,6,4,3,0,0,0,0,0,0,2,0
AMST203,Paul Saiedi,11,11,16,9,3,0,1,2,0,0,0,0,0,3,0
AMST203,Robert Jiles,5,47,27,9,15,3,2,2,0,0,0,0,0,11,1
AMST203,Shayna Maskell,0,3,4,8,0,0,0,0,0,0,0,0,0,1,0
AMST203,Stephanie Stevenson,4,6,0,0,0,1,0,0,1,0,1,0,0,1,0
AMST203,Tatiana Benjamin,3,28,37,11,9,7,0,2,1,0,0,0,1,3,0
AMST203,Terrance Wooten,2,8,9,2,1,0,0,0,0,0,0,0,0,1,0
AMST203,Yvonne Bramble,8,11,2,0,1,0,0,0,0,0,0,0,0,3,1
AMST203,Zachary Johnson,29,28,18,7,11,2,4,1,2,2,1,0,0,5,7
AMST204,Susan Pramschufer,9,42,61,49,79,43,22,17,10,8,3,2,6,11,8
AMST205,Izetta Mobley,9,27,17,18,6,11,7,3,5,0,0,0,1,7,1
AMST205,Jennie Chaplin,1,1,6,5,8,10,5,6,2,0,1,0,2,2,0
AMST205,Jessica Walker,0,25,18,3,6,4,6,0,2,0,1,0,3,6,0
AMST205,Jung Kim,1,21,62,33,14,2,2,1,0,0,1,0,2,9,1
AMST205,Mateo Arango,31,47,43,8,1,3,3,0,0,2,0,0,2,0,0
AMST205,Melodie Jackson,11,6,0,0,0,1,0,0,0,0,0,0,0,0,0
AMST205,Omar Eaton,5,14,16,2,1,1,0,2,1,0,0,0,1,3,0
AMST205,Patricia Akinbola,0,6,5,6,0,4,1,2,0,0,0,0,1,0,0
AMST205,Shoji Sanders,5,78,25,16,1,3,2,2,2,1,1,1,1,9,0
AMST205,Tony Perry,0,2,7,1,5,2,0,3,1,0,1,1,1,1,0
AMST205,Wanda Hernández,8,23,20,13,6,5,4,4,3,1,1,0,2,2,13
AMST207,Darius Bost,0,3,12,10,9,13,4,8,2,1,2,0,2,7,0
AMST207,Terrance Wooten,0,7,0,2,0,0,0,0,0,0,0,0,0,1,0
AMST210,Asim Ali,0,26,17,11,22,6,2,4,1,0,1,0,8,4,8
AMST212,Bayley Marquez,0,6,4,2,1,0,0,0,0,0,0,0,0,0,12
AMST212,Christina Sessoms,0,13,5,3,1,0,0,0,1,0,0,0,0,0,0
AMST212,Izetta Mobley,9,14,6,13,4,5,3,2,3,4,0,0,1,7,0
AMST212,Shoji Sanders,0,13,4,3,1,1,2,0,0,0,0,0,0,0,2
AMST212,Terrance Wooten,9,18,8,8,3,1,0,1,0,0,0,0,0,1,2
AMST212,Timothy Kumfer,1,9,5,2,2,0,0,1,0,0,0,0,0,1,4
AMST213,Susan Pramschufer,9,27,29,15,22,6,7,3,3,1,2,2,3,2,8
AMST260,Asim Ali,1,75,75,37,68,23,13,23,2,0,6,0,8,18,5
AMST260,Daniel Greene,0,6,0,1,5,0,3,2,0,1,0,0,0,3,0
AMST260,Jason Farman,66,87,40,18,19,6,7,3,0,0,1,1,2,5,3
AMST262,Perla Guerrero,13,35,55,29,21,19,10,4,2,0,4,2,6,10,1
AMST289A,Asim Ali,7,42,39,32,26,9,1,1,0,0,1,0,0,2,1
AMST289A,Christina Hanhardt,0,40,19,6,5,3,3,1,2,0,0,0,0,3,1
AMST289A,Douglas Ishii,13,15,15,3,14,5,4,4,1,0,0,0,0,4,2
AMST289A,Nancy Mirabal,16,14,11,4,1,0,0,0,0,0,0,0,0,3,11
AMST290,Janelle Wong,0,51,6,1,1,0,0,1,0,0,0,0,1,0,0
AMST290,Jason Nichols,50,42,10,6,5,2,0,0,2,2,0,0,0,2,0
AMST298I,Jan Padios,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1
AMST310,Bayley Marquez,20,32,6,3,3,1,2,0,0,0,0,0,0,0,3
AMST310,Janelle Wong,0,13,3,3,1,1,0,2,0,1,0,0,0,0,1
AMST310,Neel Ahuja,0,1,6,7,2,1,1,0,0,0,0,0,2,0,0
AMST312,Bayley Marquez,3,12,8,0,0,0,0,0,0,0,0,0,1,0,0
AMST315,Asim Ali,1,10,1,9,5,4,1,0,1,0,0,0,1,3,1
AMST320,Susan Pramschufer,8,10,7,4,5,2,0,1,0,0,0,1,1,2,0
AMST328A,Maria Vargas,1,1,3,2,5,2,2,2,4,1,1,0,0,1,0
AMST328C,Jamila Moore-Pewu,1,5,3,4,0,1,1,1,0,1,2,0,4,4,3
AMST328L,Bayley Marquez,0,15,2,1,3,0,0,0,2,0,0,0,0,1,1
AMST328L,Janelle Wong,0,7,6,8,8,2,10,3,1,0,0,0,3,2,1
AMST328N,Bayley Marquez,8,10,1,1,2,1,1,0,0,0,0,0,0,1,9
AMST328N,L Gordon,1,24,26,29,34,15,9,8,3,0,1,0,7,30,9
AMST328P,Bayley Marquez,2,13,0,0,0,0,1,1,0,0,0,0,1,1,1
AMST328Q,T'Sey-Haye Preaster,0,6,3,0,0,0,0,0,0,0,0,0,0,0,5
AMST328R,Asim Ali,0,21,12,4,13,11,1,0,2,0,0,0,7,5,2
AMST328R,Jamila Moore-Pewu,2,2,1,3,2,0,0,2,0,0,0,0,0,0,3
AMST328T,La Marr Bruce,0,4,1,2,4,3,3,0,0,0,0,0,0,0,3
AMST328X,Susan Pramschufer,8,25,10,7,7,6,1,4,1,2,1,2,2,8,0
AMST340,Asim Ali,0,14,5,13,11,4,2,4,2,0,1,0,4,5,9
AMST340,Bayley Marquez,1,5,3,2,3,4,0,0,1,0,1,0,1,1,0
AMST340,La Marr Bruce,0,2,2,1,2,1,1,0,0,0,0,0,0,1,5
AMST340,Mary Sies,6,15,16,17,17,7,7,2,1,0,1,1,3,3,0
AMST340,Robert Chester,2,25,7,7,16,6,3,18,7,0,0,1,3,9,3
AMST340,Robert Jiles,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0
AMST386,Asim Ali,0,5,1,5,1,1,0,2,0,0,0,0,0,0,0
AMST386,Jo Paoletti,6,9,0,0,1,0,0,0,0,0,1,0,0,1,1
AMST418A,Cheryl LaRoche,2,15,11,2,9,0,2,0,0,0,0,0,1,5,1
AMST418B,Jason Farman,2,7,9,6,2,0,0,0,0,0,0,0,2,0,0
AMST418D,R Kelly,3,13,25,8,13,16,8,16,14,2,3,1,7,13,15
AMST418E,Jason Farman,16,18,8,4,5,3,1,4,3,1,0,2,1,3,0
AMST418G,Psyche Williams-Forson,5,23,13,4,1,2,2,1,1,0,0,0,0,0,0
AMST418K,Susan Pramschufer,2,27,16,13,19,12,12,22,9,4,5,0,5,8,8
AMST418L,John Caughey,1,24,9,5,16,5,5,12,2,0,1,0,1,2,1
AMST418M,La Marr Bruce,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
AMST418O,La Marr Bruce,0,1,3,1,5,0,1,0,0,0,0,0,1,2,1
AMST418R,R Kelly,3,10,5,12,9,6,9,12,14,1,6,2,8,7,7
AMST428E,Jo Paoletti,6,3,2,7,2,1,0,2,0,0,0,0,0,1,3
AMST428F,Jo Paoletti,0,8,0,1,11,3,1,0,0,0,0,0,0,1,0
AMST428G,Jo Paoletti,0,6,0,0,11,2,0,3,0,0,0,0,0,0,0
AMST428P,Robert Chester,0,11,7,4,7,4,0,8,1,1,0,0,1,2,3
AMST429B,Sheri Parks,0,11,6,0,2,0,0,0,0,0,0,0,0,1,1
AMST429D,Michael Brody,1,12,17,13,14,5,0,1,0,0,0,0,0,2,3
AMST429J,Sheri Parks,0,11,10,8,22,3,0,4,0,0,2,0,0,5,0
AMST429K,Greg Metcalf,0,13,12,5,2,0,0,0,0,0,0,0,0,1,3
AMST429R,La Marr Bruce,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0
AMST429T,Jessica Walker,0,7,2,2,3,3,0,3,1,0,0,0,1,2,1
AMST432,R Kelly,3,5,6,4,12,7,4,8,8,0,3,0,2,3,8
AMST433,Cornelia Cody,0,14,6,4,2,0,3,0,0,0,0,0,2,3,2
AMST450,Asim Ali,0,12,2,1,2,2,0,0,0,0,0,0,0,1,3
AMST450,Christina Hanhardt,0,2,2,1,0,2,0,0,0,0,0,0,1,0,0
AMST450,Jan Padios,0,7,5,3,0,1,1,0,0,0,1,0,0,1,1
AMST450,Janelle Wong,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2
AMST450,Jessica Walker,0,7,2,2,1,4,0,0,3,0,0,0,0,0,2
AMST450,Jo Paoletti,18,13,11,16,24,17,7,11,14,0,0,0,2,3,8
AMST450,La Marr Bruce,0,3,3,2,3,4,1,1,1,0,1,0,0,1,0
AMST450,Mary Sies,6,4,5,4,6,6,1,5,2,0,0,0,1,0,2
AMST450,Robert Chester,0,5,0,1,1,0,0,1,0,0,0,0,1,2,7
AMST498A,Jan Padios,0,13,5,12,1,3,3,3,1,0,0,0,1,1,0
AMST498B,Jo Paoletti,13,33,12,12,37,19,3,7,7,0,0,0,3,9,10
AMST498B,Nancy Mirabal,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0
AMST498B,Robert Chester,3,8,1,2,2,0,2,1,0,0,0,0,0,0,0
AMST498C,Wanda Hernández,3,4,3,1,3,0,0,0,1,0,0,0,0,1,1
AMST498D,James Maffie,0,6,1,0,8,5,0,5,5,0,2,0,2,4,0
AMST498D,Jeffrey McCune Jr.,2,4,5,6,3,2,1,2,1,0,1,0,0,4,0
AMST498E,Jan Padios,0,10,15,9,5,5,0,1,0,0,0,0,1,2,1
AMST498I,Jan Padios,0,5,2,7,5,1,0,0,1,0,0,1,0,1,0
AMST498K,James Maffie,0,15,3,3,10,2,7,9,2,0,2,2,4,8,2
AMST498L,Robert Chester,2,34,16,9,22,12,12,18,9,3,2,0,11,9,6
AMST498M,Robert Chester,1,8,4,0,4,0,0,0,0,0,0,0,0,0,8
AMST498Q,Psyche Williams-Forson,0,5,2,1,3,0,0,1,0,0,0,0,0,1,0
AMST498R,Jan Padios,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0
AMST498V,Christina Hanhardt,11,20,10,10,1,1,0,0,0,0,0,0,0,1,3
AMST498X,Asim Ali,0,8,4,2,1,0,2,4,0,0,0,0,1,1,2
AMST498Y,Sheri Parks,0,2,0,1,0,0,0,1,0,0,0,0,0,0,2
AMST601,Christina Hanhardt,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AMST601,Jan Padios,0,21,5,3,0,0,0,0,0,0,0,0,0,2,3
AMST601,La Marr Bruce,5,6,1,0,0,0,0,0,0,0,1,0,0,0,0
AMST601,Nancy Mirabal,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0
AMST601,Nancy Struna,4,10,6,1,1,1,0,1,0,0,0,0,0,1,2
AMST601,Psyche Williams-Forson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
AMST602,Mary Sies,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8
AMST603,Christina Hanhardt,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
AMST603,La Marr Bruce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
AMST603,Mary Sies,4,6,2,2,2,0,0,0,0,0,0,0,0,0,1
AMST603,Perla Guerrero,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
AMST603,Psyche Williams-Forson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
AMST628B,La Marr Bruce,0,1,6,0,0,0,0,0,0,0,0,0,0,2,6
AMST628B,Nancy Mirabal,1,8,6,3,0,0,0,0,0,0,0,0,0,0,3
AMST628B,Psyche Williams-Forson,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
AMST628C,Eva Hageman,7,1,0,0,0,1,0,0,0,0,0,0,0,0,2
AMST628D,Psyche Williams-Forson,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2
AMST628E,Bayley Marquez,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0
AMST628F,Christina Hanhardt,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2
AMST628L,Jan Padios,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0
AMST628M,La Marr Bruce,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0
AMST628M,Sheri Parks,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3
AMST628N,Jason Farman,14,12,4,0,0,0,0,0,0,0,1,0,1,0,8
AMST628P,Christina Hanhardt,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0
AMST628Q,Jan Padios,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0
AMST628T,Christina Hanhardt,0,10,3,0,0,0,0,0,0,0,0,0,0,0,3
AMST629A,John Caughey,0,8,4,1,0,0,0,0,0,0,0,0,0,0,1
AMST629C,Christina Hanhardt,0,4,2,0,0,0,0,0,0,0,0,0,0,1,1
AMST629C,Mary Sies,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0
AMST629D,Psyche Williams-Forson,0,17,3,0,0,0,0,0,0,0,0,0,0,3,25
AMST629I,Jason Farman,4,3,8,2,0,0,0,0,0,0,0,0,0,1,2
AMST629J,Jeffrey McCune Jr.,0,1,8,3,0,0,0,0,0,0,0,0,1,1,0
AMST629K,Nancy Mirabal,0,9,17,3,1,0,0,0,0,0,0,0,0,1,2
AMST629L,Christina Hanhardt,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0
AMST629M,Christina Hanhardt,0,10,1,0,0,0,0,0,0,0,0,0,0,0,2
AMST629N,Janelle Wong,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
AMST629N,Perla Guerrero,0,17,2,0,0,0,0,0,0,0,0,0,0,1,0
AMST629O,Christina Hanhardt,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
AMST629T,Nancy Struna,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0
AMST629U,Jason Farman,26,6,0,0,1,0,0,0,0,0,0,0,0,3,5
AMST655,Aaron Bryant,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMST655,Diana Marsh,16,7,1,1,3,0,0,0,0,0,0,0,0,1,1
AMST655,Ellen Hughes,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0
AMST655,Lesley Langa,41,3,2,0,0,0,0,0,0,0,0,0,0,3,3
AMST655,Marvette Perez,1,4,7,0,0,0,0,0,0,0,0,0,0,0,1
AMST659A,Henry Gregory,4,1,5,0,1,0,0,0,0,0,0,0,0,0,1
AMST851,Mary Sies,1,12,3,1,0,0,0,0,0,0,0,0,0,0,1
AMST856,Elsa Barkley Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
AMST856,Jamila Moore-Pewu,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
AMST856,Mary Sies,11,38,9,2,1,0,0,0,0,0,0,0,0,1,5
AMST857,Diana Marsh,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
AMST857,Mary Sies,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1
AMST857,Paul Jaeger,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AMST878,Nancy Struna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
AMST878A,Christina Hanhardt,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AMST878A,La Marr Bruce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
AMST878A,Nancy Mirabal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
AMST878B,La Marr Bruce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
AMST878C,Jan Padios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ANSC101,Kasey Moyes,67,180,115,130,229,97,87,117,38,3,31,0,23,72,5
ANSC101,Kris Mayo,15,93,0,6,11,6,1,3,0,0,2,0,1,7,0
ANSC101,Sarah Balcom,79,172,67,82,134,61,33,66,21,8,15,2,32,63,19
ANSC103,Chirantana Mathkari,4,55,0,4,6,2,0,2,1,0,0,1,0,5,0
ANSC103,Kasey Moyes,20,45,15,14,9,1,1,3,0,0,2,0,1,4,0
ANSC103,Kris Mayo,0,31,0,5,2,1,0,0,0,0,0,0,0,0,0
ANSC103,Megan McLean,34,113,47,85,88,37,27,26,11,0,15,1,14,32,8
ANSC103,Robert Peters,145,268,89,81,78,16,13,12,6,0,5,0,8,33,0
ANSC105,Amy Burk,26,9,14,0,0,0,0,0,0,0,0,0,0,1,0
ANSC105,Rose Cardinal,10,6,1,1,1,0,0,0,0,0,0,0,0,0,0
ANSC108,Amy Burk,19,3,2,0,1,0,0,0,0,0,0,0,1,1,0
ANSC110,R Apter,1,4,6,8,5,6,2,0,0,1,0,0,0,2,0
ANSC115,Robert Peters,10,30,6,4,3,0,0,1,0,0,0,0,0,3,0
ANSC115,Victoria Pearlman,9,1,4,2,0,1,0,0,0,0,0,0,0,0,0
ANSC120,Emily Stepp,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANSC120,Racheal Slattery,13,15,2,5,0,1,0,0,0,0,0,1,1,1,0
ANSC121,Racheal Slattery,10,10,3,1,1,1,0,0,0,0,0,0,0,1,1
ANSC204,Angela Black,43,88,76,70,63,49,31,31,18,5,4,4,13,24,0
ANSC205,Angela Black,45,70,52,61,64,52,36,52,22,19,10,8,14,29,0
ANSC210,Kris Mayo,2,45,0,0,2,0,0,0,0,0,0,0,0,0,0
ANSC210,Sarah Balcom,12,177,31,7,12,1,0,0,0,0,0,0,5,5,7
ANSC211,Angela Black,16,66,55,57,61,56,47,47,35,16,18,15,12,34,0
ANSC212,Edward Orlando,1,19,9,11,33,12,10,20,7,5,9,1,1,3,2
ANSC212,Monica VanKlompenberg,10,82,61,75,113,55,34,16,8,3,1,1,2,7,39
ANSC212,Zhengguo Xiao,0,46,22,20,62,20,12,60,11,11,20,7,4,13,1
ANSC214,Edward Orlando,2,29,14,10,37,16,13,10,2,1,3,1,1,2,2
ANSC214,Megan McLean,3,12,7,11,12,5,5,6,0,2,0,0,1,2,0
ANSC214,Monica VanKlompenberg,15,67,69,53,71,22,12,4,2,1,2,0,0,6,41
ANSC214,Zhengguo Xiao,8,84,54,34,103,23,8,15,5,1,1,1,2,16,0
ANSC220,R Apter,24,53,41,18,14,8,2,2,0,0,0,0,0,6,1
ANSC225,Sarah Balcom,4,29,52,36,70,28,14,23,10,3,10,2,3,20,2
ANSC227,R Apter,213,286,257,94,69,60,24,27,15,3,7,5,15,38,20
ANSC227,Sarah Balcom,1,8,2,2,4,1,3,0,0,0,0,0,0,0,0
ANSC232,Amy Burk,28,71,68,78,54,48,36,19,23,7,3,5,3,16,1
ANSC233,Adam Diehl,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0
