professor,avg_gpa,total_grades
John Brown,2.9711009174311935,218
John Buchner,3.314036265950302,4467
John Buchtel,3.975,12
John Bush,2.775,116
John Cable,3.2719764011799413,339
John Calhoun,3.3924657534246574,146
John Carlson,3.8076521739130436,575
John Caughey,3.2991150442477872,113
John Chao,3.5723880597014928,670
John Chi,3.8000000000000007,37
John Conroy,3.856164383561644,438
John Corcoran,2.8720588235294113,68
John Cromie,3.6749999999999994,12
John Cumings,3.6582120582120585,962
John Daigle,3.0777777777777775,9
John Daristotle,3.9583333333333335,24
John Davidson,3.50406976744186,172
John DeDakis,3.8000000000000003,36
John Derks,3.7037037037037037,27
John Devlin,3.968292682926829,41
John Dickerson,3.569023569023569,2079
John Drabinski,3.800662251655629,302
John Driessnack,3.8776041666666665,192
John Duck,3.1819444444444445,72
John Erwin,3.4189655172413795,58
John Felts,3.8451162790697677,215
John Finch,3.162204724409449,127
John Fisher,3.5117234468937877,998
John Ford,3.813636363636364,22
John Fourkas,3.561553784860558,502
John Foust,3.3340206185567007,291
John Galliano,3.5,12
John Garrity,3.264,25
John Gentry,3.525,12
John Green,3.6675105485232065,237
John Gustin,2.710958904109589,73
John Haaga,3.815555555555555,45
John Haltiwanger,3.6534883720930234,129
John Ham,3.023886639676114,247
John Hao,3.5018181818181815,55
John Hart,3.337344398340249,241
John Healey,3.563888888888889,72
John Hellman,3.1551020408163266,49
John Hisnanick,3.73125,16
John Horty,3.8312500000000003,112
John Howrey,3.966666666666667,57
John Hrastar,3.4238805970149255,67
John Hughes,2.775,44
John Jabara,3.8720496894409937,161
John Jackson,3.65,32
John Jeka,2.4369175627240143,279
John Jensenius,2.7875000000000005,16
John Johnson,3.376433121019108,471
John Kern,3.6020833333333333,48
John Kim,3.6,1092
John King,3.3677777777777775,90
John Kirkland,3.870422535211268,71
John Kleman,3.720689655172414,29
John Lampe,2.9047619047619047,42
John Laub,3.501214574898785,247
John Lea-Cox,3.6050279329608936,358
John Leach,3.8108597285067876,221
John Leishman,3.6482352941176472,85
John Leonard,3.579591836734694,49
John Leszczynski,3.2833333333333337,42
John MacCarthy,3.5355140186915888,214
John MacIntosh,3.4625668449197855,935
John Malone,,0
John Mancini,3.192,150
John Martin,2.9615384615384617,13
John Matthews,3.0601246105918998,963
John McCauley,3.3932567432567433,2002
John McGahagan,3.8939999999999997,100
John McLucas,3.5454545454545454,11
John McQuaid,3.8909090909090907,11
John Melngailis,3.233333333333334,54
John Merck,3.3412718204488776,802
John Millson,3.025495447241564,1867
John Monday,3.7133333333333334,30
John Morgan,3.7512820512820517,39
John Moult,3.5554455445544555,101
John Neri,2.674126436781609,8700
John Newhagen,3.3658536585365852,41
John Newman,3.823076923076923,39
John Norris,3.9850000000000003,20
John O'Flahavan,3.6207920792079213,404
John Ondov,2.6017916666666667,2400
John Orban,3.4261904761904765,42
John Parascandola,3.3885167464114834,209
John Paraskevas,3.6421875,64
John Park,3.802127659574468,47
John Pease,3.1182804339092005,2489
John Pepper,3.42,25
John Pitchford,3.5461538461538455,13
John Pugh,3.2816326530612243,49
John Quah,2.6134146341463413,82
John Reiter,3.7857142857142856,14
John Rendeiro,3.6109865470852016,446
John Ritchie,3.1,25
John Roberts,3.696116504854369,103
John Robinson,2.861111111111111,36
John Ronquillo,3.9884615384615385,26
John Ruppert,3.4971279373368143,383
John Rust,3.4,15
John Sabelhaus,2.9165048543689323,103
John Samaha Jr,3.9545454545454546,22
John Sammarco,3.8870967741935485,93
John Scott,3.2314285714285713,35
John Seelke,3.8534246575342466,73
John Shea,3.1198271346254582,3818
John Shuler,3.980952380952381,105
John Splaine,3.682417582417582,91
John Sprinkle,3.888211382113821,246
John Steinbruner,3.615277777777778,144
John Straub,2.9670579603815113,1363
John Talbott,3.1722222222222225,18
John Tobin,3.5351351351351346,37
John Tritschler,3.835031847133758,157
John Vanlandingham,3.03448275862069,29
John Wallis,2.7801918265221017,2398
John Weeks,3.380346820809249,173
John Weisweiler,3.160557768924303,251
John Wigle,3.83125,32
John Wilks,3.2377358490566035,53
John Witzleben,3.8116279069767445,387
John Wray IV,3.586904761904762,84
John-Gregory Holliday,2.960714285714286,28
Johnna Schmidt,3.917834394904459,314
Johnny Shaw,3.5482758620689663,58
Johnpierre Paglione,3.4569587628865976,776
Jon Crocker,3.7174248265227448,1297
Jon Froehlich,3.469607843137255,306
Jon Hoffman,3.019312039312039,2035
Jon Ritzdorf,3.9322580645161294,62
Jon Scheer,3.498,50
Jon Silverman,3.4899999999999998,10
Jon Soucy,2.827272727272727,22
Jon Sumida,2.8507526881720424,465
Jonas Amoonarquah,3.8451219512195123,328
Jonas Siegel,3.6125,128
Jonathan Aberman,3.689270833333333,1920
Jonathan Allen,3.002272727272727,44
Jonathan Auerbach,3.0276470588235296,340
Jonathan Beier,3.7113702623906706,343
Jonathan Bisesi,4.0,7
Jonathan Brier,2.5855555555555556,90
Jonathan Brower,2.7818181818181817,22
Jonathan Cohen,2.3438356164383567,73
Jonathan Cox,3.26228813559322,236
Jonathan David Molnar,3.625,8
Jonathan DeWitt,3.1666666666666665,84
Jonathan Dillard,3.9688311688311693,77
Jonathan Dinman,3.602067669172932,532
Jonathan Ebinger,3.550588235294118,85
Jonathan England,3.20357352079672,1707
Jonathan Fernandes,3.4047712418300655,3060
Jonathan Gemmell,3.1785714285714284,14
Jonathan Goodson,3.876113360323887,247
Jonathan Graybill,3.565853658536585,41
Jonathan Guandique,3.1895522388059705,134
Jonathan Guyer,3.4326923076923075,52
Jonathan Healy,4.0,6
Jonathan Huang,2.8666666666666667,192
Jonathan Inbal,2.1519607843137254,102
Jonathan Jackson,3.1526946107784424,167
Jonathan Katz,3.02589928057554,973
Jonathan Kays,3.3600000000000003,15
Jonathan Kendrick,3.286363636363636,44
Jonathan King,3.963013698630137,73
Jonathan Lazar,3.7976109215017058,293
Jonathan Lushenko,3.4458333333333333,24
Jonathan Malone,3.108333333333334,48
Jonathan Margolis,3.7144508670520233,173
Jonathan Marshall,3.2911764705882356,34
Jonathan Martin,3.7565217391304344,46
Jonathan McKinney,3.2976470588235296,85
Jonathan Mohr,3.465747702589807,1197
Jonathan Poterjoy,3.4478260869565216,92
Jonathan Resop,3.560341151385928,469
Jonathan Reyes,3.614864864864865,74
Jonathan Rick,3.1311036789297657,299
Jonathan Rosenberg,2.8358695652173918,828
Jonathan Sham,3.202803738317757,214
Jonathan Simon,3.270238095238095,504
Jonathan Southgate,3.8483870967741933,31
Jonathan Tucker,3.933333333333333,9
Jonathan Williams,3.1905263157894734,285
Jonathon Hathaway,3.562,50
Jonelle Walker,3.636196319018405,163
Jongho Park,2.962068965517241,58
Jongmin Park,2.865789473684211,38
Joni Williams,3.8519230769230766,52
Joo Han,3.368539325842696,178
Joo Yun Jun,3.9411764705882355,34
Joonil Seog,3.0918279569892473,465
Joonkyu Choi,3.6013333333333337,75
Jordan Adams,3.8499999999999996,104
Jordan Boyd-Graber,3.6590027700831027,361
Jordan Boyd-Graber Ying,3.7010452961672478,287
Jordan Coleman,3.425,8
Jordan Ealey,3.380246913580247,162
Jordan Ealy,3.8,5
Jordan Fields,3.83265306122449,49
Jordan Foley,3.6500000000000004,22
Jordan Foster,3.2399999999999998,20
Jordan Goodman,3.079885057471264,696
Jordan Slavik,3.333898305084746,59
Jordan Sly,3.8704081632653065,98
Jordan Steele,3.4735042735042727,117
Jordan Steiner,4.0,1
Jordan Ying,3.6538461538461537,104
Jordana Saggese,3.58018018018018,222
Jorg Drechsler,3.2222222222222223,9
Jorge Aguilar-Mora,3.953333333333333,15
Jorge Almonte-Florimon,3.764705882352941,17
Jorge Bayas,3.482442748091603,131
Jorge Bravo,3.3837815810920944,1227
Jorge Holzer Bilbao,3.242280701754386,570
Jorge Mejia,3.1598290598290593,117
Jorinna Tran,3.778260869565217,69
Josanne Francis,3.9071428571428575,28
Jose Aranda-Espinoza,3.201461538461538,1300
Jose Calderon,3.3895194508009157,2185
Jose Cifuentes,2.350693069306931,505
Jose Contreras,3.4604166666666667,96
Jose Costa,3.6360655737704914,61
Jose Feijo,3.1203125,256
Jose Funes,3.4512396694214873,121
Jose Gomez Garcia,3.4391304347826086,69
Jose Gregory,3.4812499999999997,48
Jose Lima Rosas,3.8249999999999997,24
Jose Magro,3.229693741677763,751
Jose Naharro-Calderon,3.203212851405622,249
Jose Ortiz,3.5401869158878507,214
Jose Suarez,3.5242537313432836,1072
Jose Teixeira,3.522222222222222,36
Jose Torero,3.4990384615384618,104
Jose-Henrique Alves,3.478,50
Jose-Luis Izursa,3.368794326241135,423
Jose-Luis Novo,4.0,208
Josef Schaff,3.8545931758530187,381
Joseph Angelella,3.766347177848776,939
Joseph Auslander,2.5500000000000003,6
Joseph Bailey,3.910302129767212,2019
Joseph Barnet,3.514532019704433,406
Joseph Beaudoin,3.817391304347826,23
Joseph Bohannon,3.85625,16
Joseph Brami,3.729891304347826,184
Joseph Braun,3.97,20
Joseph Bueter,2.9506849315068493,73
Joseph Burkhardt,3.444230769230769,104
Joseph Byrne,3.627407407407407,135
Joseph Clark,3.387878787878788,231
Joseph Colantuoni,3.562396694214876,242
Joseph Conroy,3.99,30
Joseph Costanzo,3.9423076923076925,26
Joseph Danks,3.6769230769230767,13
Joseph Devlin,3.931578947368421,19
Joseph Dougherty,3.596296296296296,27
Joseph Drasin,3.658139534883721,43
Joseph Falvo,3.2932413793103446,725
Joseph Fileppi,3.5124999999999997,24
Joseph Flannery,3.781481481481481,216
Joseph Frechette,3.3484848484848486,33
Joseph Galella,3.8,5
Joseph Good,3.6492753623188405,138
Joseph Hall,3.1500000000000004,40
Joseph Harden,3.85,20
Joseph Houck,2.7771856786011657,3603
Joseph Iverson,2.3421965317919073,346
Joseph JaJa,3.4038338658146965,939
Joseph Kelly,3.3744047619047612,168
Joseph Knisely,3.827631578947368,76
Joseph Koivisto,3.9699999999999998,30
Joseph Lengermann,2.986885245901639,61
Joseph Mait,3.242857142857143,7
Joseph Mannion,3.5285714285714285,21
Joseph Mazza,3.855555555555556,9
Joseph McAndrews,3.7526315789473683,95
Joseph McCaleb,3.646728971962617,749
Joseph McKenley,3.343055555555556,72
Joseph Meyer,3.9384615384615387,104
Joseph Mortati,3.4499999999999997,46
Joseph Oudin,3.585083713850837,657
Joseph Perfetti,3.690390838934528,4017
Joseph Perry-Parrish,2.8421052631578947,19
Joseph Regan,3.935135135135135,37
Joseph Reiff,3.7065573770491804,61
Joseph Richardson,3.24270205066345,829
Joseph Rinaldi,3.5164251207729467,207
Joseph Ringel,3.6961373390557943,233
Joseph Roberts,3.5090909090909093,11
Joseph Scott,4.0,11
Joseph Sherren,3.2607476635514017,107
Joseph Shortall,3.8735294117647054,68
Joseph Simone,3.0180555555555557,72
Joseph Sullivan,3.4764267990074447,403
Joseph Thomas,3.7906976744186047,43
Joseph Waggle,3.2072727272727275,55
Joseph Wantz,3.4285714285714284,42
Joseph Wappel,3.7228520286396183,1676
Joseph Weber,3.3617021276595747,94
Joseph Williams,3.005893186003683,1086
Joseph Yasharoff,3.863905325443787,169
Josh Alvizu,3.2812030075187972,133
Josh Medrano,3.6674999999999995,40
Joshua Bernstein,2.9312500000000004,16
Joshua Bittinger,3.532307692307693,65
Joshua Buursma,3.8388483965014575,1372
Joshua Cocker,3.8040772532188836,466
Joshua Dachman,3.3117647058823527,17
Joshua Davidsburg,3.5817184643510056,547
Joshua Hill,3.528571428571429,14
Joshua Himmelsbach,3.2040609137055833,197
Joshua Itzkowitz Shifrinson,3.560714285714286,112
Joshua Jaffe,3.59569536423841,302
Joshua Kohn,3.5416666666666665,24
Joshua Lavender,2.692063492063492,63
Joshua Levine,3.312727272727273,55
Joshua Linn,3.3731301939058174,361
Joshua Madsen,3.5079545454545453,88
Joshua McGrath,3.46,5
Joshua Montfort,3.9358752166377817,577
Joshua Radice,3.2312,250
Joshua Rager,3.167430025445293,393
Joshua Samuels,3.8075757575757576,66
Joshua Schneider,2.692424242424243,66
Joshua Shannon,3.2110814419225635,749
Joshua Singer,2.8946540880503147,1272
Joshua Strauss,3.3027397260273967,73
Joshua Tyree,3.8241379310344827,29
Joshua Wayland,2.927158555729984,637
Joshua Weiner,3.615018773466833,799
Joshua Weiss,3.3421383647798737,954
Joshua Westgard,3.1966386554621855,238
Joshua Winer,3.4125,8
Joshua Wood,3.5252941176470585,170
Josie Moore,3.3436507936507938,126
Joslyn Bloomfield,3.2561403508771933,57
Josue Otarola,4.0,20
Jowita Wyszomirska,3.3638275499474233,951
Joyce Garczynski,3.6572538860103627,386
Joyce Koh,3.191666666666667,12
Joyce Koo,3.7809523809523813,21
Joyce Russell,,0
Joydeep Srivastava,3.422863247863248,468
Juan Angueyra,3.775000000000001,20
Juan Burke,3.5899135446685877,1041
Juan Carlos Quintero-Herencia,3.402926829268293,615
Juan Diaz,3.4471204188481672,191
Juan Granja,3.1714285714285713,21
Juan Martinez Guzman,3.487829912023461,682
Juan Pablo Borthagaray,2.842735042735043,117
Juan Uriagereka,3.6186943620178043,337
Judah Milgram,3.7333333333333334,9
Judd Nelson,2.98954802259887,1062
Jude Cassidy,3.6615384615384614,546
Judith Anderson,3.7856435643564357,202
Judith Freidenberg,3.818421052631579,152
Judith Gebhardt,3.4216300940438864,319
Judith Gerstenblith,3.51,190
Judith Hallett,3.616723549488055,293
Judith Havemann,3.4652173913043476,69
Judith Hellerstein,2.6971943887775547,998
Judith Law,2.686631016042781,187
Judith Martinez,3.624107142857143,112
Judith O'Neil,3.5583333333333336,24
Judith Philipson,3.24,15
Judith Tenney,2.7924657534246577,730
Judith Torney-Purta,3.9523809523809526,21
Judith Wexler,4.0,22
Judy Frels,3.5946048632218845,1316
Jueminsi Wu,3.507518796992481,133
Juha Joenvaeaerae,,0
Juhi Naithani,3.544785276073619,163
Jui Ramaprasad,3.548661800486618,411
Jujuan Bonner,3.4444444444444446,9
Jules Metcalf-Burton,1.5314285714285716,35
Julia Anderson,3.982142857142857,168
Julia Barlis,3.488888888888889,36
Julia Blatchford,3.266666666666667,21
Julia Brodsky,3.603389830508475,59
Julia Bryan,4.0,35
Julia Chuang,3.392833876221498,307
Julia Dobrosotskaya,3.334387351778656,253
Julia Duin,2.7142857142857144,7
Julia Felton,3.8658064516129036,155
Julia Fraustino,3.272779369627507,349
Julia Koster,3.5578947368421048,19
Julia Kwon,3.575247524752475,202
Julia Marre,3.4853658536585366,41
Julia Matute,3.9714285714285715,21
Julia Shadur,3.630630630630631,111
Julia Smith,3.8493670886075946,237
Julia Steinberg,3.5426065162907268,399
Julia Tomasini,3.784745762711864,59
Julia Topper,3.492424242424242,198
Juliana Nunes,3.957142857142857,7
Juliana Van Meerten,3.536,75
Juliane Kim,2.823214285714286,56
Julianna Kim,3.7733333333333334,30
Julianne Van Meerten,3.668456375838926,149
Julie Brenner,3.910204081632653,49
Julie Brown,3.9200000000000004,20
Julie Cohen,3.1796610169491526,59
Julie Daberkow,2.787769784172662,695
Julie Donney,2.6719298245614036,57
Julie Drizin,3.2560975609756095,41
Julie Enszer,3.733812949640287,417
Julie Fife,2.4616666666666664,60
Julie Gabrielli,3.522641509433962,265
Julie Gowin,3.629504373177842,1715
Julie Greene,3.1808510638297873,235
Julie Grossman,3.9842105263157896,19
Julie Koser,3.409411764705882,425
Julie Ledon,3.1991525423728815,118
Julie Maier,3.8222222222222224,45
Julie Miller,3.2736842105263158,38
Julie Mulvihill,3.831578947368421,38
Julie Neill,3.90625,32
Julie Park,3.280891719745223,942
Julie Pavlovsky,3.4835408022130014,2892
Julie Randolph,3.7496959165942654,1151
Julie Salay,3.784313725490196,51
Julie Sass,3.8632653061224493,49
Julie Silva,3.043656422379826,1269
Julie Strange,3.860544217687075,147
Julie Taddeo,3.5674285714285716,875
Julie Wright,3.8297297297297295,37
Julien Cujean,3.399113737075332,677
Juliet Aiken,3.9123333333333337,300
Juliette Christie,3.7561538461538464,130
Julio Bermejo,3.1563798219584576,337
Julius Fleming,3.4826347305389223,501
Julius Goldhar,3.4116252821670425,886
Julius Schoenherr,3.106779661016949,177
Jum Sook Chung,3.7428571428571424,49
Jun Han,3.8289473684210527,38
Jun Nishida,3.8649999999999998,20
Jun Ouyang,3.104878048780488,41
Junchuan Fan,2.8890909090909096,55
June Ahn,3.552475247524752,303
June Hargrove,3.1359408033826632,473
June Kwak,2.9216,125
Jung Kim,3.586725663716814,226
Jung Kyu Lim,3.474666666666667,75
Jung Lim,3.46578947368421,38
Jungho Kim,2.712930011862396,1686
Jungjung Lee-Heitz,3.3193650793650793,945
Jungyeon Yim,3.660674157303371,89
Junhan Chen,3.7548387096774194,93
Junqiao Chen,3.706578947368421,76
Justicia Opoku-Edusei,2.8882344490734093,6961
Justin Bernstein,2.0153846153846158,39
Justin Caithaml,3.923809523809524,42
Justin Calabrese,4.0,7
Justin Drew,4.0,31
Justin Foreman,3.6519999999999997,25
Justin Grana,3.4588235294117644,34
Justin Hicks,3.7778523489932883,149
Justin Hillman,3.5513513513513515,37
Justin Hudson,2.898067632850241,207
Justin Karp,3.7314285714285713,35
Justin Lohr,3.4844984802431616,1316
Justin Maietta,3.2609374999999994,128
Justin Mathias,2.5906666666666665,75
Justin Miller,3.4935483870967747,62
Justin Nero,3.820689655172414,145
Justin Reyna,2.999725877192982,1824
Justin Shapiro,3.0514285714285716,105
Justin Sprague,3.7874635568513124,343
Justin Strom,3.7985157699443417,539
Justin Thompson,3.444628099173553,242
Justin Wyss-Gallifent,3.451152943869085,17477
Justin Yackoski,3.56025641025641,78
Justine DeCamillis,3.747925608011445,699
Justine Madoo,3.3378498445135496,9004
Juying Warner,3.4137254901960783,51
Jyana Browne,3.473170731707317,287
Jyoti Mohan,3.402380952380952,42
K J Hughes,3.304285714285714,70
KJ Ray Liu,3.027426160337553,237
Kacy Clopton,3.9,10
Kader Smail,3.402564102564103,39
Kadir Yurukoglu,2.5416666666666665,12
Kaela Lawrence,3.719047619047619,63
Kahlin McKeown,3.917391304347826,46
Kai Kai Mascarenas,4.0,6
Kaiqing Zhang,3.558823529411765,34
Kaitlyn Wilson,3.1735294117647057,34
Kaiwen Man,3.3883333333333336,60
Kalani Gordon,3.5716763005780354,173
Kalani Johnson,3.5354330708661417,127
Kalev Hantsoo,3.527272727272727,11
Kalewold Kalewold,3.328703703703704,216
Kalima Young,3.9101123595505616,89
Kalin Schultz,3.7048192771084345,332
Kalinda Ukanwa Zeiger,3.6153846153846154,13
Kalyani Chadha,3.796240601503759,1197
Kameron Aroom,3.5476190476190474,21
Kameron Patterson,3.6613065326633167,199
Kamran Etemad,3.546666666666667,390
Kamrie Risku,3.95625,16
Kan Cao,3.259422750424448,589
Kang Namkoong,3.3380952380952382,798
Kanisha Bond,3.648260869565217,690
Kanna Siripurapu,3.8240963855421684,83
Kappa Danielson,3.589189189189189,37
Kara Dixon,3.143333333333333,30
Kara Duffy,4.0,45
Kara Hoffman,2.892568448500652,767
Kara Kehoe,3.7930362116991643,359
Kara Pleasants,3.32974358974359,390
Kara Trenkamp,4.0,50
Karamatou Yacoubou Djima,2.8988372093023256,86
Karen Angeline,3.666801619433198,1482
Karen Boyd,3.8000000000000003,32
Karen Bradley,3.5542600896860987,223
Karen Brunwasser,3.3111111111111113,9
Karen Carleton,3.0699119146963376,2157
Karen Casebier,3.3506024096385545,166
Karen Czapanskiy,3.4285714285714284,14
Karen Denny,3.609090909090909,275
Karen Fallon,3.835294117647059,34
Karen Feagin,3.5875,8
Karen Hallows,3.1216598436918495,5374
Karen King,4.0,5
Karen Krahling-Haddad,2.0708333333333333,24
Karen Krausen,3.276315789473684,190
Karen Lamb,3.313711911357341,1444
Karen Lewis,3.9402173913043477,184
Karen Lips,3.1503846153846156,260
Karen McLaren,3.3535545023696685,633
Karen Miranda,3.4058823529411764,51
Karen Mulak,2.5613636363636365,88
Karen Naumann,2.3181818181818183,11
Karen Nelson,3.294954128440367,218
Karen O'Brien,2.964539007092198,423
Karen Pearson,3.6473684210526316,19
Karen Petroff,3.0861244019138754,418
Karen Pinkston,3.6012987012987017,77
Karen Prestegaard,3.2970394736842104,608
Karen Rehder,3.925,80
Karen Rothenberg,3.6835164835164833,91
Karen Studd,3.2,5
Karen Williams,3.7590909090909093,44
Karen Wouters,3.359151785714286,448
Karen Zappone,3.594117647058823,17
Kari Kraus,3.7492917847025495,353
Karim Amrane,3.501973684210526,152
Karim Makkawy,3.640384615384615,52
Karima Azzouz,,0
Karin Assmann,3.716666666666667,36
Karin Burghardt,3.6272727272727274,99
Karin Hurt,3.76504854368932,103
Karin Johnston,3.908823529411765,68
Karin Melnick,3.1179220779220778,385
Karin Rosemblatt,3.159445843828715,397
Karin Zeitvogel,3.4499999999999997,18
Karin Zitzewitz,3.3523809523809525,21
Karina De Sande,3.4612499999999997,80
Karl Aro,3.6512195121951216,82
Karl Du Puy,3.3110429447852763,163
Karl Schmitt,2.3786885245901637,61
Karl Zuehlke,3.34,40
Karla Nunez,3.4523809523809526,63
Karla Scott,3.6714285714285713,14
Karol Soltan,3.2297320656871222,1157
Karoline Mortensen,3.696694214876033,121
Karson Peterson,3.5686507936507934,252
Karthik Kalyanaraman,3.6181818181818186,11
Karthikeyan Chandrashekar,3.6260869565217395,23
Kartik Misra,3.3291201982651795,807
Kasey Ezzat,3.9576,125
Kasey Moyes,3.0427099841521397,1262
Kassiah Drummond,3.625925925925926,54
Kasso Okoudjou,2.5822327044025157,1272
Katarina Keane,3.2348387096774194,2945
Katarzyna Hitczenko,3.511111111111111,9
Katayoun Kishi,3.6125,40
Kate Cowcher,3.4222222222222225,9
Kate Fulop,3.5181818181818185,22
Kate Juhl,3.357894736842105,19
Kate Keeney,3.2486486486486488,37
Kate Ladenheim,3.6959999999999997,75
Kate Mahoney,3.925,8
Kate Maloney,3.7920000000000003,25
Kate Mooney,3.0916666666666672,12
Kate Seaman,3.9418181818181814,55
Kate Shin,3.9253234750462105,541
Kate Tully,3.615358361774744,293
Kate Weber-Petrova,3.2717647058823527,85
Kate Wilson,3.359783913565426,833
Kate Yanchulis,3.4708333333333337,24
Katelin Chow,4.0,5
Katelyn Esmonde,3.1953488372093024,215
Katerina Thompson,3.6160538116591927,2230
Katerina Zaitseva,3.526470588235294,34
Kateryna Kokhan,4.0,5
Katharina Engelhardt,3.9729166666666664,48
Katharina Luther,3.473684210526316,19
Katharina Maisel,3.3334661354581674,251
Katharina Rudolf,3.5307692307692307,78
Katharine Abraham,3.5410774410774404,297
Katharine Glanbock,3.223529411764706,17
Katherin Solano,3.2627659574468084,94
Katherine Bermingham,2.6090909090909093,11
Katherine Bosch,3.668,75
Katherine Boyle,3.5694501018329943,491
Katherine Coogan,3.936882129277567,263
Katherine Hansen,3.7017094017094014,117
Katherine Herman,2.909937888198758,161
Katherine Izsak,3.509019886363637,1408
Katherine Johnson,3.6728395061728394,81
Katherine Joshi,3.411749116607774,1132
Katherine Joyner,3.9833333333333334,18
Katherine Junghenn,3.510958904109589,73
Katherine Klavon,3.875,20
Katherine Kuhn,3.4411764705882355,119
Katherine Lenninger,3.691578947368421,95
Katherine Lieder,3.994545454545454,55
Katherine Luken Raz,3.6634615384615383,104
Katherine McAdams,3.7083333333333335,60
Katherine Morales,3.3781250000000003,32
Katherine Moskver,3.7000000000000006,12
Katherine Muenks,3.397594501718213,291
Katherine Oneill,3.58003646308113,1097
Katherine Robinson,3.562714097496706,759
Katherine Ross,3.3972602739726026,73
Katherine Russell,3.9111111111111114,18
Katherine Sharp,3.491489361702127,235
Katherine Shirey,3.88,5
Katherine Stanutz,3.243567251461988,342
Katherine Stewart,3.1537815126050424,357
Katherine Vest,3.714102564102564,78
Katherine Wasdin,3.567224880382775,418
Katherine Wilson,3.0111940298507465,402
Katherine Worboys,3.54,200
Katherine Young,2.7016759776536317,179
Katheryne Downes,3.1482352941176472,170
Kathleen Altizer,3.6461538461538465,26
Kathleen Brown,3.7510297482837536,437
Kathleen Buckley,3.220689655172414,116
Kathleen Cunningham,3.6883259911894273,454
Kathleen D'Angelo,3.0440000000000005,50
Kathleen Denny,3.1226415094339623,106
Kathleen Dondero,3.4057251908396946,262
Kathleen Frey,3.335714285714286,28
Kathleen Gilday,3.4166666666666665,18
Kathleen Hanley,3.4817351598173514,219
Kathleen Hart,3.8009803921568626,102
Kathleen Hoyer,3.627272727272728,176
Kathleen Kelly,3.6707656612529,431
Kathleen Kendall,3.2923076923076926,39
Kathleen Manzo,3.7486486486486483,37
Kathleen McPhaul,3.9444444444444446,36
Kathleen Miles,3.5,53
Kathleen Mogelgaard,3.925316455696203,158
Kathleen Moore,3.1592417061611378,211
Kathleen Orr,3.6,388
Kathleen Pellechia,3.925746268656717,268
Kathleen Perry,3.9842105263157896,19
Kathleen Ruben,3.64375,16
Kathleen Skinker,3.3915635029802846,2181
Kathleen Spanos,3.7873303167420818,221
Kathleen Stewart,3.078231292517007,294
Kathleen Travers,3.9919753086419756,162
Kathleen Vogel,3.819431279620853,211
Kathryn Alvestad,3.66712962962963,432
Kathryn Bartol,3.7660493827160493,486
Kathryn Britton,3.572043010752689,93
Kathryn Corby,3.796028880866426,277
Kathryn Costello,3.7045454545454546,44
Kathryn Deeley,2.889705882352941,68
Kathryn Dow-Burger,3.824848484848485,165
Kathryn Edwards,3.939655172413793,58
Kathryn Frew,3.170930232558139,86
Kathryn Hopps,3.8813559322033897,118
Kathryn Hylton,3.97,80
Kathryn Kaczmarek,3.1847222222222222,144
Kathryn Karoly,3.5999999999999996,134
Kathryn Kline,3.135294117647059,17
Kathryn Kozey,3.6490272373540855,257
Kathryn Lafrenz Samuels,3.6000000000000005,267
Kathryn Monzo,3.807216494845361,194
Kathryn Sullivan,3.6222222222222222,36
Kathryn Taylor,3.545714285714286,35
Kathryn Thier,3.4608695652173913,69
Kathryn Truman,2.4787269681742043,597
Kathryn Watts,3.825301204819277,83
Kathryn Wenner,3.7805555555555554,36
Kathryn Wentzel,3.629411764705882,153
Kathryn Williams,3.59375,16
Kathryn Zafft,3.0039593908629443,985
Kathryn Ziemer,3.2473684210526317,38
Kathy Gambrell,3.8333333333333335,18
Kathy Weaver,3.7487144790257108,739
Katie Bramlett,3.2542553191489367,94
Katie Burkhouse,3.9347826086956523,23
Katie Hrapczynski,3.3102777777777774,360
Katie King,3.719891008174387,367
Katie Koo,3.6568181818181817,44
Katie Kruger,2.645535714285714,112
Katie O'Mailey,3.9473684210526314,57
Katie Shilton,3.824178154825027,943
Katie Sopoci Drake,3.601449275362319,69
Katie Von Holzen,3.7562499999999996,48
Katie White,3.621739130434783,115
Katie Zafft,3.1592297476759628,1506
Katlin Gray,3.581879194630873,298
Katrina Debnam,3.060483870967742,124
Katrina Durbak,3.827777777777778,18
Katrina Fenlon,3.537128712871287,404
Katrina Groth,3.3242063492063494,252
Katrina Knudsen,3.6,25
Katrina MacLeod,3.0014184397163115,141
Katrina Walsemann,3.3133333333333335,15
Katryna Andrusik,3.674911660777385,283
Katy Lawley,3.7022381378692932,2234
Katy Swalwell,3.835714285714286,28
Kaufman Robert,3.1722222222222225,18
Kaustubh Agashe,3.259167950693375,649
Kaveh Farokhi Sadabadi,3.602380952380952,42
Kavita Mudan,3.4741935483870967,62
Kavita Surana,3.60625,16
Kavitha Kasargod-Staub,3.8013986013986014,143
Kavitha Sankavaram,3.9107142857142856,28
Kawthar Zaki,3.7813559322033896,59
Kaye Brubaker,3.4060230670653566,2341
Kaye Guidugli,3.4652777777777777,144
Kayla Bill,3.874074074074074,27
Kayla Cullum,3.864705882352941,51
Kayla Davie,2.3338235294117644,68
Kayla Griffith,3.4784313725490197,153
Kayla Harr,3.164748201438849,139
Kayla Watson,3.183011583011583,259
Kayla White,3.8654545454545457,165
Kayo Ide,3.4599290780141847,282
Kayra Alvarado,3.9319148936170216,47
Kayrine Brown,3.5920000000000005,25
