professor,avg_gpa,total_grades
Divya Kumar-Dumas,2.9850000000000003,20
Dmitry Dolgopyat,2.957373929590866,1051
Dnia Walker,3.8,15
Doireann Hobbs,3.776923076923077,130
Doireann Renzi,3.7231788079470194,302
Dolly Hall,2.5076923076923077,39
Dolly Hall-Quinlan,3.51,30
Domingo Ruiz,2.75875,80
Dominic Cossa,3.8791666666666664,96
Dominic Ellis,3.690526315789474,95
Dominic Palumbo,3.284245076586433,914
Dominick Scalise,3.7294117647058824,17
Dominique Joe,3.694736842105263,19
Dominique Mwepu,3.4733918128654975,342
Dominique Young,3.758371040723982,221
Domonic Rollins,3.7857142857142856,14
Don DeVoe,3.1699826489300174,1729
Don Schmadel,3.5142857142857147,7
Donal Heidenblad,3.6283569979716024,2465
Donald Baker,3.5300000000000002,30
Donald Barker,3.213235294117647,136
Donald Berger,3.4514285714285715,35
Donald Boesch,3.792307692307692,13
Donald Bolger,3.8385699899295065,993
Donald Bowen,3.379381443298969,97
Donald Casey,3.939644970414201,169
Donald Craib,3.5500000000000003,32
Donald Glenn,3.4797945205479452,292
Donald Hitchcock,3.3821428571428576,56
Donald Kettl,3.4632058287795986,549
Donald Linebaugh,3.6995073891625614,203
Donald Manildi,3.94,10
Donald Marron,3.841666666666667,12
Donald McGlew,3.631932773109244,238
Donald McNeilly,3.3328413284132843,542
Donald Milton,3.875536480686695,233
Donald Nichols,3.394117647058824,17
Donald Pearman,3.9869565217391307,23
Donald Perlis,2.9529680365296804,876
Donald Riley,3.2783555018137847,827
Donald Sofge,3.897163120567376,141
Donald Sutherland,2.833536585365853,328
Donald Tobin,3.8375,16
Donald Yeung,2.862274774774775,888
Dong Chen,3.12,50
Dong Dong,3.3131868131868134,91
Dong Liang,3.5295698924731185,186
Dong Quan Nguyen,3.9695652173913043,23
Dongdong Wang,3.2205479452054795,146
Donghun Park,3.570588235294118,17
Dongwon Lee,3.260714285714286,112
Dongxia Liu,3.450840336134454,476
Donia Galarowicz,3.668918918918919,148
Donna Hamilton,3.5942857142857143,35
Donna Hammer,3.7981549815498155,271
Donna Howard,2.9981366459627328,1932
Donna Howell,3.5587896253602302,347
Donna Lim,3.9000000000000004,16
Donna Paoletti Phillips,3.8661971830985915,71
Donna Tippett,3.5431818181818184,44
Donna Wiseman,3.9,48
Donnesha Blake,3.849324324324324,296
Doo Lee,3.56875,48
Dora Cortez,2.982666666666667,75
Dora Hanninen,2.9986394557823135,147
Dori Bejleri,3.533333333333333,15
Doris Hamburg,3.6888888888888887,63
Dorith Grant-Wisdom,3.6578378378378384,925
Doron Levy,3.302573529411765,272
Dorothee Polanz,3.3476190476190473,21
Dorothy Beckett,2.841467576791809,586
Dorothy Hagen,2.8863636363636362,22
Dorothy Mazzocchi,3.364,25
Dorothy Phaire,3.6864978902953585,237
Doug Lombardi,3.7618181818181817,220
Doug McNamara,3.9660550458715598,109
Douglas Anthony,3.8615384615384616,13
Douglas Besharov,3.562180974477958,431
Douglas Britton,3.85,24
Douglas Call,3.575313807531381,239
Douglas Carpenter,3.3079999999999994,25
Douglas Collier,3.4591182364729467,499
Douglas Crawford,3.4675182481751827,274
Douglas Currivan,3.9111111111111114,36
Douglas Davies,3.3886792452830186,53
Douglas Galagate,3.6491803278688524,61
Douglas Glynn,3.2117082533589247,521
Douglas Hamilton,2.832597623089983,589
Douglas Ishii,3.45748987854251,247
Douglas Julin,2.8673561915556816,3529
Douglas Kern,3.490756302521009,952
Douglas Lashley,3.5777777777777775,9
Douglas Lay,3.558333333333333,60
Douglas Lipton,3.1093117408906883,247
Douglas McElrath,3.9718181818181817,110
Douglas McRae,2.748979591836735,49
Douglas Meade,3.7216981132075473,106
Douglas Oard,3.497486033519553,716
Douglas Riley,3.432352941176471,102
Douglas Schuweiler,3.847826086956522,23
Douglas Ulrich,2.7,61
Douglas Weiss,3.0692913385826777,127
Douglas Welcome,2.761538461538462,13
Dragomir Saric,2.9267441860465113,86
Drake Petersen,3.9625,8
Drew Ashby-King,3.6625984251968506,254
Drew Baden,2.8031746031746034,378
Drew Barker,3.7969696969696973,264
Drew Fagan,3.7737113402061864,194
Drew Jordre,3.97196261682243,107
Duane Johnson,3.4051724137931036,58
Duane Wallace,4.0,13
Duli Shi,3.527678571428571,112
Dun Jia,2.7548387096774194,31
Dushanka Kleinman,3.9698795180722892,166
Dushyant Chaudhari,3.226086956521739,23
Dustin Chacon,3.425,8
Dustin Cranford,3.467543859649123,114
Dustin Francis,3.703448275862069,29
Duygu Dagli,3.689655172413793,29
Dwayne Joseph,4.0,21
Dylan Carpenter,3.678787878787879,33
Dylan Jeffrey,3.736842105263158,38
Dylan Lewis,3.827118644067797,59
Dylan Roby,3.728794992175274,639
Dylan Selterman,3.096265854895992,9855
Dylan Uremovich,3.816666666666667,18
E Carr,3.4520000000000004,25
Eaman Jahani,3.4831999999999996,125
Earle Stone,2.9805325185508513,2291
Earlene Armstrong,2.6668874172185433,151
Earta Norwood,3.1425000000000005,40
Eben Levey,3.185,20
Ebonie Cooper-Jean,3.199441340782123,179
Ebonie Johnson Cooper,3.4741496598639454,147
Ebony Fullwood,3.7999999999999994,76
Ebony Shockley,3.892558983666062,551
Ebony Toussaint,3.6903225806451614,31
Ece Yegane,2.9159999999999995,75
Ed Bice,4.0,23
Ed Fendley,3.923493975903614,166
Ed Waldman,2.8694444444444445,36
Ed-Love Aidoo,3.715,20
Eda Aladagli Yoon,0.0,10
Eda Yoon,0.0,4
Eden Garosi,3.882587064676617,201
Edgar Moctezuma,3.3833773623247314,4921
Edith Ching,3.8140350877192986,114
Edith Laget,2.926923076923077,52
Edlie Wong,3.525462304409673,703
Edmond Shenassa,2.9583412774070545,1049
Edo Waks,3.279919678714859,498
Edoardo Serra,3.3699999999999997,40
Eduardo Martinez,3.4052631578947365,114
Edward Alwood,3.339519650655022,916
Edward Bempong,3.8073863636363643,176
Edward Bernat,3.7818902842035698,1513
Edward Butler,3.6754098360655743,122
Edward Condon,3.933657858136301,719
Edward Daschle,3.9008849557522125,113
Edward Dawson,3.65,28
Edward Eisenstein,3.686887608069164,694
Edward Fink,2.6493887530562352,409
Edward Helfers,3.313953488372093,86
Edward Jakuboski,4.0,6
Edward Landa,2.9673076923076924,52
Edward Lavino,3.8011019283746554,363
Edward Lemay,3.3207006369426746,628
Edward Maclary,3.942677824267782,1434
Edward Magrab,2.9510638297872336,94
Edward Orlando,2.8940594059405935,303
Edward Ott,3.6098930481283427,374
Edward Pallas,3.6279914529914525,468
Edward Parker,3.274285714285714,70
Edward Priola,3.5735023041474654,1302
Edward Redish,3.229943899018233,1426
Edward Sinnes,3.8394021739130433,368
Edward Summers,3.512019230769231,208
Edward Wyatt,3.140625,32
Edwin Smead,3.104412447747329,2153
Efrain Rodriguez,3.1480477223427337,922
Efrat Bernstein,3.53125,48
Efrat Yerday,3.62,10
Eiko Miura,2.717391304347826,69
Eileen Ahlin,3.648717948717949,78
Eileen Sellman,3.2925925925925923,81
Einat Gonen,3.6882352941176473,34
Eitan Tadmor,3.210227272727273,88
Ekaterina Demiyanova,3.84375,16
Ekaterina Solovyeva,,0
Ekon George,3.732142857142857,28
Elad Sherf,2.9511111111111115,45
Elahe Amiri,3.5785714285714287,14
Elaine Anderson,3.7571428571428576,252
Elaine Doherty,3.7315789473684213,38
Elaine Oran,3.9333333333333336,54
Elaine Povich,3.065486725663717,113
Elaine Shi,3.194936708860759,79
Elana Fine,3.7509803921568627,153
Elanor Spadafora,3.968292682926829,41
Elbert Glover,0.0,2
Eleanor Kerr,3.655384615384616,65
Eleanor Tipton,3.0115183246073296,191
EleanoraAnn Gianni,3.8818181818181823,11
Eleazar Eusebio,4.0,5
Elena Lozinsky,3.581368821292776,526
Eleonor Castillo,3.0666666666666664,153
Eleonora Tubaldi,2.9811855670103093,388
Eli Knaap,3.755555555555555,9
Elia Etkin,3.8361111111111117,72
Elia Powers,3.335664335664336,143
Elia Shahbazi,3.38433734939759,166
Eliamani Ismail,3.8916666666666666,36
Eliane Catilina,3.4301020408163265,588
Elias Gonzalez,3.4769434628975264,1132
Elie Ashery,3.5501440922190204,347
Elie Friedman,3.5715517241379313,348
Elif Kuz,2.840229885057471,261
Elif Osun,2.8034482758620687,29
Elijah Edelman,3.555365853658537,410
Elijah Moore,3.685714285714286,7
Elijah Northen,3.576923076923077,169
Elijah Osterloh,3.9789607097591886,1578
Elijah Wee,3.1528301886792445,53
Elijah Xun Ming Wee,3.503448275862069,58
Elinda Kiss,3.553520649966148,2954
Elisa Gironzetti,3.230208333333333,192
Elisa Klein,3.521166032953105,789
Elisabeth Adkins,4.0,15
Elisabeth Gilmore,3.617482517482517,143
Elisabeth Heuston,2.5947368421052635,57
Elisabeth Jacobs,,0
Elisabeth Kvernen,3.74375,16
Elisabeth Maring,3.714474650991918,1361
Elisabeth Smela,3.336345381526105,498
Elisabetta Ullmann,3.98125,16
Elise Auvil,3.4488636363636362,88
Elise Kaufman,3.8512499999999994,80
Elise Miller-Hooks,3.5280821917808223,146
Elise Resnick,3.335307692307692,1300
Elissa Sarno,3.236559139784946,93
Elite Truong,3.914285714285714,7
Eliyana Adler,2.8393939393939394,33
Eliza Kempton,3.288138686131387,548
Eliza Thompson,3.7900226757369615,441
Elizabeth Acevedo,3.3035398230088497,113
Elizabeth Aparicio,3.8281914893617017,188
Elizabeth Arnold,3.3920133111480864,601
Elizabeth Bagley,3.789285714285714,28
Elizabeth Bell,3.714736842105263,95
Elizabeth Bennett,3.639130434782609,23
Elizabeth Benton,3.5589285714285714,56
Elizabeth Berney,3.1920000000000006,25
Elizabeth Bonsignore,3.632962138084632,898
Elizabeth Brown,3.5981738495252005,2738
Elizabeth Catchmark,3.799230769230769,130
Elizabeth Chang,3.0947368421052635,19
Elizabeth Colson,3.189855072463768,69
Elizabeth Conner,3.0801075268817204,1302
Elizabeth Crooks,3.849333333333333,75
Elizabeth De Coster,3.869047619047619,84
Elizabeth Depriest,3.0795454545454546,44
Elizabeth Dinneny,3.7302631578947367,76
Elizabeth Duke,3.5392218717139854,951
Elizabeth Ellis,2.725352112676056,71
Elizabeth Feldman,3.25,92
Elizabeth Fixsen,3.225233644859813,214
Elizabeth Fleming,3.8228915662650604,83
Elizabeth Folsom,3.4500863557858374,579
Elizabeth Galvin,4.0,8
Elizabeth Gardner,3.0946666666666665,150
Elizabeth Gillan,3.8026666666666666,75
Elizabeth Griffith,2.7777979157227004,4414
Elizabeth Halloran-Tornquist,3.951851851851852,27
Elizabeth Hinson,3.8761904761904757,42
Elizabeth Honig,3.1607843137254905,153
Elizabeth Irlbacher,3.736206896551724,58
Elizabeth Johnson,3.25,30
Elizabeth Johnston,3.9271186440677965,59
Elizabeth Katt,3.691666666666667,36
Elizabeth Kurban,3.9315068493150687,146
Elizabeth Larson,3.9499999999999997,6
Elizabeth Malesa,3.7680851063829786,47
Elizabeth Malliakos,3.3375000000000004,16
Elizabeth Malone,3.485714285714286,7
Elizabeth Marshall,3.724451410658307,319
Elizabeth Martinez,3.5970149253731343,134
Elizabeth Massey,3.8269841269841267,63
Elizabeth McClure,3.2070826306913998,1186
Elizabeth Miller,3.0441860465116273,129
Elizabeth Montanaro,3.7277777777777774,36
Elizabeth Niehaus,3.935,20
Elizabeth Nonemaker,3.477205882352941,136
Elizabeth North,3.838235294117647,136
Elizabeth Papazian,3.489771197846568,743
Elizabeth Parker,2.9479166666666665,48
Elizabeth Parr,3.652941176470588,17
Elizabeth Petrun,3.309230769230769,195
Elizabeth Phipps,3.8294117647058825,408
Elizabeth Picciuto,3.2478688524590167,305
Elizabeth Pruitt,3.226470588235294,68
Elizabeth Quinlan,3.9965116279069766,86
Elizabeth Read-Connole,3.5729299363057327,314
Elizabeth Redcay,3.5198905109489047,1096
Elizabeth Reeves,3.622448979591837,49
Elizabeth Robertson-Tchabo,3.931938073394495,1744
Elizabeth Robinson,3.0066666666666664,180
Elizabeth Salmon,3.4774193548387102,31
Elizabeth Sara,3.9326923076923075,52
Elizabeth Sauber,3.506811145510836,323
Elizabeth Schechter,3.172258064516129,155
Elizabeth Seaman,3.432432432432433,111
Elizabeth Singleton,3.707317073170732,41
Elizabeth Straathof,3.0236842105263158,38
Elizabeth Tarantino,3.7315789473684204,19
Elizabeth Thiry,3.3909090909090907,11
Elizabeth Toth,3.74010989010989,364
Elizabeth Van Dolah,3.7285714285714286,7
Elizabeth Walden,3.857142857142857,7
Elizabeth Warner,3.766956521739131,115
Elizabeth Wasden,3.945045045045045,111
Elizabeth Williams,3.3724137931034486,29
Elizabeth Wilson,2.6470915841584164,1616
Elizabeth Yates,3.712121212121212,99
Elizabeth da Rosa,3.65,30
Elke Frederiksen,3.5585585585585586,111
Ella Washington,3.5460732984293197,191
Elle Pope,3.6727272727272724,22
Ellen Baumann,3.5605633802816903,71
Ellen Blumner,3.0919520547945205,584
Ellen Fabian,3.8919354838709674,124
Ellen Griff,3.1986754966887423,151
Ellen Hughes,3.6666666666666665,6
Ellen Lau,3.7910224438902738,401
Ellen Moll,3.5760765550239233,209
Ellen Polishuk,3.85,4
Ellen Williams,3.829411764705882,34
Ellesse-Roselee Akre,3.7243589743589736,78
Elliot Berger,3.749511854951185,717
Elliott Campbell,3.302272727272727,44
Elmer Cherry,3.8271929824561406,114
Elsa Barkley Brown,3.215602836879433,987
Elsie Essien,3.906060606060606,99
Elynn Lewis,3.9578947368421056,38
Elyse Grossman,3.4555555555555557,9
Emanuel Zur,3.7622199592668024,982
Emel Filiz Ozbay,3.6117431192660554,545
Emilee Durand,3.294722222222222,720
Emilia Guevara,3.920689655172414,29
Emilio Weber,3.9411764705882355,34
Emily Bailey,4.0,5
Emily Banks,3.362025316455696,79
Emily Becker,3.5961538461538463,26
Emily Biery,3.7904761904761903,21
Emily Bruns,3.315238095238096,420
Emily Chiappe,3.440909090909091,22
Emily Conover,3.745454545454545,858
Emily Cook,3.7104477611940303,67
Emily Cygrymus,3.63768115942029,69
Emily Egan,3.3445050662509748,1283
Emily Flamm,3.4078313253012045,332
Emily Foley,3.8608695652173917,69
Emily Forgo,2.963888888888889,36
Emily Francis,3.292134831460674,89
Emily Francoise-Bove,3.81,10
Emily Glazener,3.6,30
Emily Grossnickle,3.4460674157303375,89
Emily Heavin,3.6117647058823534,17
Emily Hestness,3.8576923076923078,52
Emily Hoem,3.28,5
Emily Kaplitz,3.773015873015873,63
Emily Kowalczyk,3.857142857142857,28
Emily Landau,3.099013157894737,608
Emily Lord,3.1315315315315315,111
Emily Lotz,3.6538461538461537,26
Emily Lyons,3.075296912114014,842
Emily Marks,4.0,9
Emily McFarlane Geisen,3.1916666666666664,12
Emily Mitchell,3.7192982456140355,456
Emily Morrison,3.6333333333333337,9
Emily Myrick,3.4416107382550334,149
Emily Naslund,3.733333333333333,24
Emily Oleson,3.8764705882352946,34
Emily Perez,2.841558441558442,308
Emily Pugh,3.875,12
Emily Shetty,3.864705882352941,17
Emily Smith,3.8048192771084337,83
Emily Stepp,3.7333333333333334,15
Emily Sterner,3.7960526315789473,152
Emily Stoll,3.5,98
Emily Swoveland,3.2660130718954252,153
Emily Wagner,3.8833333333333333,6
Emily Warheit,3.3178770949720677,179
Emily Watkins,3.6842105263157894,19
Emily Worsham,3.554166666666667,24
Emily Yanisko,,0
Emina Herovic,3.885792349726776,366
Emma Harris,3.532394366197183,71
Emma Newton,3.902020202020202,99
Emma Powell,3.924074074074074,108
Emma Roach,3.61,50
Emma Schwartz,3.08,20
Emmanuel Kornyo,3.8307692307692305,13
Emre Gunduzhan,3.331666666666667,180
Ena Djordjevic,3.344943820224719,267
Ena Walker,3.911111111111111,45
Eni Baballari,3.0975000000000006,200
Enkhtushig Idersuut,3.5100000000000002,20
Enrico Lopez-Yanez,3.036781609195402,87
Enrique Droguett,3.62972972972973,74
Enrique Mendoza,2.715,20
Enrique Otarola Pasten,2.6739130434782616,23
Eoin Mackall,2.842837837837838,740
Eowyn Mays,3.846052631578947,228
Ephraim Leibtag,3.197506925207757,361
Ephrat Asherie,4.0,23
Eran Eads,3.9850000000000003,20
Eran Eldar,3.272,25
Erez Tzfadia,3.3385964912280697,57
Ergun Kacar,2.6243243243243244,37
Eric Adler,3.3389473684210533,1140
Eric Baker,4.0,20
Eric Bond,3.5870967741935487,341
Eric Boyle,2.991323210412148,461
Eric Bubar,3.557142857142857,28
Eric Chapman,3.279166666666667,24
Eric Davidson,3.94,15
Eric Dunning,3.754856115107913,1668
Eric Falquero,3.233333333333333,6
Eric Haag,2.7413105413105416,1404
Eric Hamilton,3.1192439862542956,582
Eric Hermann,3.6882352941176473,34
Eric Hoover,3.9250000000000003,388
Eric Hoppmann,3.51578947368421,57
Eric Hung,3.8941176470588235,442
Eric Jenkins,3.590977443609023,133
Eric Johnson,3.9221804511278195,266
Eric Kasischke,3.0232067510548517,237
Eric Kendall,3.4733333333333336,15
Eric Kozlik,3.105555555555556,144
Eric Kuo,3.4233333333333333,30
Eric Kutz,3.9234234234234235,111
Eric Luedtke,3.699422632794457,866
Eric Maxeiner,2.8333333333333335,54
Eric Newburger,3.4698083067092655,626
Eric Oden,2.144,50
Eric Pacuit,3.1383389261744967,1192
Eric Pazdziora,3.103703703703703,135
Eric Pitney,3.7333333333333334,15
Eric Rosenbaum,3.5882978723404255,94
Eric Samet-Shaw,3.7952380952380955,21
Eric Schott,3.875,32
Eric Schoute,3.3491620111731844,358
Eric Shimelonis,3.966666666666667,9
Eric Silfen,3.9372093023255816,43
Eric Silk,3.686153846153846,65
Eric Slud,3.5104838709677426,248
Eric Stone,3.2126436781609193,174
Eric Thiel,3.780885311871227,994
Eric Uslaner,3.1614643545279386,519
Eric Vermote,2.9499999999999997,6
Eric Wachsman,3.2294117647058824,170
Eric Walker,0.0,54
Eric Wish,3.3780634104541556,1167
Eric Yates,3.7235294117647055,17
Eric Zakim,3.3873905429071804,1142
Eric Zanot,2.566666666666667,102
Erica Cefalo,3.6939024390243906,328
Erica Cochran,3.4490066225165563,906
Erica Ely,3.790213645761544,2902
Erica Estrada-Liou,3.891304347826087,115
Erica Glasper,3.301098901098901,91
Erica Glasper Andrews,3.4101167315175096,257
Erica Kuligowski,3.3825000000000003,80
Erica Merson,3.9105263157894736,19
Erica Smith,3.8016666666666663,1020
Erica Southerland,3.668421052631579,57
Erica Turner,3.9931818181818177,44
Erich Battistin,3.3404580152671755,131
Erich Sommerfeldt,3.192168674698795,830
Erich Studer-Ellis,2.8948959136468773,6485
Ericka Danois,3.5833333333333335,18
Erik Graf,3.7375000000000003,24
Erik Hanson,3.8449392712550607,247
Erik Lichtenberg,2.7515021459227462,466
Erik Lontok,2.8387351778656122,253
Erik Mitchell,3.8835164835164835,273
Erik Nesse,3.478125,32
Erika Domotor,3.058333333333333,84
Erika Exton,3.641666666666667,12
Erika Hussey,2.9322033898305087,59
Erika Melder,2.6106280193236717,414
Erika Moore,3.8650000000000007,20
Erika Perez Montes,3.6277777777777778,36
Erin Callahan,3.6096491228070176,456
Erin Caporellie,3.765,180
Erin Carlini,3.933333333333333,9
Erin Clancy,4.0,10
Erin Crawley-Woods,3.8358490566037737,212
Erin Cunningham,3.1999999999999997,19
Erin Doolin,3.689655172413793,29
Erin Eaker,3.2362186788154896,439
Erin Evans,3.9159663865546217,119
Erin Glasspatrick,2.625,24
Erin Green,3.8974358974358974,39
Erin Guimaraes,3.757777777777778,45
Erin Guthrie,3.241025641025641,117
Erin Haney,3.7615384615384615,13
Erin Hill,3.4207792207792207,77
Erin Hogan,3.8407766990291266,103
Erin Iverson,3.860666666666667,300
Erin Janulis,3.4571428571428564,112
Erin Lewis-Morrarty,3.8958333333333335,24
Erin Molloy,3.771604938271605,81
Erin Moody,2.8580067189249716,7144
Erin Mosely,3.2584967320261433,306
Erin Murphy,3.375,32
Erin Pickett,3.322641509433962,53
Erin Pittman,3.475,12
Erin Rooney-Eckel,3.766602316602317,518
Erin Saddler,3.84487422234244,7394
Erin Sells,3.4560975609756093,41
Erin Sohr,3.0993197278911566,147
Erin Steele,3.635294117647059,34
Erin Tagai,3.2186234817813766,247
Erin Thomson,3.7587171052631576,608
Erin Tran,3.643791722296395,2247
Erin Troland,3.538235294117647,34
Erin Wilson,3.816666666666667,36
Erin Wrenn,3.9499999999999997,6
Erkan Erdem,3.3899999999999997,30
Erkut Ozbay,2.997555012224939,1227
Ernest Bell,3.152631578947368,19
Ernesto Calvo,3.7098360655737705,549
Erve Chambers,3.786363636363636,44
Ervin Dervisevic,3.4399999999999995,15
Erwin Hesse,3.785,20
Esmaiel Jabbari,3.973684210526316,38
Esme Pierzchala,3.972727272727273,22
Espen Spangenburg,3.6685714285714286,280
Esperanza Pombo Lopez-Barron,3.632558139534884,258
Espey Browning,3.3370503597122303,556
Estefania Ospina,3.5,19
Esther Lee,3.628372093023256,215
Esthus Amos,3.500606060606061,165
Ethan Henderson,3.951219512195122,41
Ethan Hutt,3.5687499999999996,208
Ethan Kaplan,3.174469641550841,1367
Ethan Mereish,3.910924369747899,119
Ethan Sewall,3.7935483870967746,62
Etsuko Yamakita,3.090854572713643,667
Eugene Cantor,3.4188664288545385,2523
Eugene Haines,3.9377358490566037,53
Eugene Keating,3.4953488372093027,86
Eugene Morelli,3.642857142857143,14
Eugene Robinson,3.453566333808844,1402
Eugenia Kalnay,3.764705882352941,102
Eugenia Lao,3.269285714285714,140
Eun Kyoung Choe,3.8432314410480344,229
Eun-Kyoung Lee,3.6,10
Eun-Suk Seo,2.940740740740741,729
Eunhee Lee,3.2069767441860466,129
Eunjung Lim,3.7542857142857144,70
Eunmyoung Lee,3.886206896551724,29
Eusabia Mont,3.350335570469799,149
Eusebia Mont,3.803529411764706,85
Eva Chin,3.2935483870967737,217
Eva Coll,3.860869565217391,92
Eva DuGoff,3.784782608695652,46
Eva Freeman,3.966666666666667,9
Eva Hageman,3.680176211453744,227
Eva Peskin,3.9893401015228425,197
Eva Stehle,2.962800565770863,707
Eva Vilarrubi,3.88,5
Evan Berkowitz,3.3515151515151516,33
Evan Brody,3.296829268292683,820
Evan Ellicott,3.5207446808510636,188
Evan Golub,2.8140398740818466,4765
Evan Levy,3.7333333333333334,27
Evan McCauley,3.657692307692307,182
Evan Meier,3.160416666666667,48
Evan Riddle,3.93030303030303,165
Evan Starr,3.455499367888748,791
Evan Westra,3.161607142857143,112
Evandro Valente,3.5846475924633645,1433
Eve Ettinger,3.392105263157895,38
Eve Grice,3.7888349514563107,206
Eve Ostriker,2.904347826086956,23
Evelyn Canabal-Torres,3.2245003700962247,1351
Evelyn Cooper,3.9531914893617017,47
Evelyn Covington,3.911111111111111,108
Evelyn Elsing,3.8000000000000003,6
Evelyn King-Marshall,3.5861932938856014,2535
Everett Daviage,3.5450000000000004,120
Everett Wiggins,3.7439999999999998,25
Eyad Abed,3.110204081632653,392
Eyda Merediz,3.3022801302931595,307
Eytan Ruppin,3.425806451612903,31
Fabian Faccio,3.632450896669513,1171
Fabrizio Cariani,3.2115384615384617,182
Faedra Carpenter,3.4093333333333335,300
Faika Zanjani,3.160085836909871,233
Faith Otchere,3.8513274336283185,226
Faith Sears,3.7952380952380955,21
Fang-Yi Chao,3.2301886792452827,106
Fangfang Ma,3.7868421052631573,76
Fanita Tyrell,3.6426470588235302,408
Farah Farahati,3.907594936708861,158
Farah Singer,3.7803921568627454,51
Fardina Alam,3.8369565217391304,322
Farhaana Nyamekye-frazier,3.216666666666667,6
Farhad Rassekh,2.889583333333333,48
Fari Schlake,3.5555555555555554,27
Fariha Khalid,3.824031007751938,129
Farzam Yazdanseta,3.8482758620689657,29
Fatemeh Hosseini,3.8428571428571425,91
Fatemeh Keshavarz-Karamustafa,3.3317073170731715,82
Fathima Zuhurudeen,3.3687500000000004,48
Fatima Almutawakel,3.6375,16
Fatima Azam,3.4833333333333334,18
Fatima Quander,3.858715596330275,218
Fatima Taha,3.7938405797101447,276
Fatimah Ali,3.8466666666666667,15
Fawzi Emad,2.743838091796169,8301
Fayuan Li,3.7571428571428576,21
Fazlul Kabir,3.8036363636363633,55
Federica Deigan,3.4013311148086522,601
Federico Iuricich,3.227777777777778,18
Fei Wang,2.883870967741936,527
Feinian Chen,3.1301552106430157,451
Felicia Glidden,3.5680000000000005,75
Felicia Jamison,3.3521739130434782,23
Felicia Low,3.5162995594713657,227
Felipe Saffie,2.684536082474227,97
Felipe Westhelle,3.796551724137931,58
Feng Chen,3.9516129032258065,31
Fernando Duran,3.936363636363636,88
Fernando Fleurquin,3.8466666666666667,15
Fernando Garcia,3.2745762711864406,59
Fernando Miralles-Wilhelm,3.96140350877193,57
Fernando Raffan Montoya,3.4026315789473682,228
Fernando Reinares Nestares,3.866666666666667,12
Fernando Rios,3.3497159940209267,3345
Fernando Saltiel,3.2314285714285713,35
Fielding Montgomery,3.662962962962963,216
Fiifi Edu-Afful,3.215,20
Filipa Calado,2.8894736842105266,38
Fiona Jardine,3.4968253968253964,126
Fiona Shen-Bayh,3.9,7
Firas Maksad,3.5500000000000003,56
Firoozeh Rahimian,3.817857142857143,56
Flavius Badau,3.068421052631579,19
Florian Gawehns,3.5296296296296297,54
Florian Keusch,3.8194444444444438,36
Florian Rouiller,3.8491525423728814,59
Fo Aflagah,2.7287128712871285,202
Foon Sham,3.588349514563107,618
Forrest Svingala,3.6184210526315788,38
Fotis Gavriil,3.375,8
Frances Clark,3.941538461538461,65
Frances Dubrowski,3.5535714285714284,28
Frances Glendening,3.391891891891892,37
Frances Goldscheider,3.855555555555556,9
Frances Gulick,1.947992125984252,2540
Frances Kohl,3.7507530120481922,664
Frances Lee,3.4824644549763035,211
Francesca Henderson,3.98125,16
Francesca Polito,3.736437246963563,247
Francesca Roth,3.419095477386934,199
Francesca Spidalieri,3.7800000000000002,10
Francesco D'Acunto,3.5929705215419503,441
Francesco Gaffi,3.2214285714285715,28
Francine Hultgren,3.9000000000000004,57
Francis Alt,3.3500000000000005,390
Francis Mccluskey,3.1870192307692307,208
Francisca Saavedra,3.4478590785907857,1845
Francisco Arana Herrera,3.0999999999999996,575
Francisco Barrenechea,3.4342526199669057,1813
Francisco Joglar,3.9776315789473684,76
Francisco Lagos Marin,3.621052631578948,19
Francisco Roch,3.64,25
Francisco Rodriguez Campos,3.5999999999999996,9
Franck Olivier Ndjakou Njeunje,2.962388059701492,335
Frank Coale,3.9828915662650597,830
Frank Hall,2.928695652173913,230
Frank Kratovil,2.619444444444445,72
Frank Modica,3.801376146788991,218
Frank White,3.2056745182012847,934
Frankie Abralind,3.611458333333333,96
Franklin Damann,3.4166666666666665,24
Franklin Hildy,3.507722007722008,259
Franklin Horstman,3.9823529411764707,17
Franklin Odo,3.427272727272727,11
Franz Klein,3.112698412698413,63
Franziska Weber,2.977777777777778,18
Fraser Stevens,3.6379844961240306,129
Frauke Kreuter,3.7323144104803494,229
Fred Katz,3.6386075949367096,158
Frederic Katz,3.672549019607843,51
Frederic Whiting,3.4407407407407407,81
Frederick Bolton,3.2547325102880658,243
Frederick Conrad,3.5320224719101128,178
Frederick Khachik,3.110661332078136,4249
Frederick Stachura,3.5913043478260875,115
Frederick Wellstood,3.4741961414791,1244
Fredric Schmitz,3.7600000000000002,5
Fredrica Kramer,3.7037037037037037,27
Fredrick Cherry Jr,3.295,140
Fredy Uruchima,3.3846153846153846,13
Fulvio Cativo,3.8035087719298244,57
Furong Huang,3.653952321204517,797
Fushuai Jiang,2.7631262525050104,499
Futoshi Yumoto,3.246153846153846,65
Gabriel Biehal,3.666037735849057,53
Gabriel Cruz,2.906172839506173,324
Gabriel Henderson,2.373333333333334,30
Gabriel Mata-Ortega,3.8330827067669175,133
Gabriel Weimann,3.2775,80
Gabriela Gillespie,3.947222222222222,36
Gabriela Mundaca Elias,2.317931034482759,145
Gabriela Vlahovici-Jones,3.6882352941176473,17
