stop_id,title,lat,long,stop_title
enclave_s,The Enclave,38.99782,-76.93182,The Enclave
vars,Baltimore Ave at The Varsity,38.9908313,-76.9340075,Baltimore Ave at The Varsity
laplat_out,La Plata Hall (Outbound),38.9928692,-76.945597,La Plata Hall (Outbound)
hage_out,Hagerstown Hall (Outbound),38.9930112,-76.9477048,Hagerstown Hall (Outbound)
elkton_out,Elkton Hall (Outbound),38.992501,-76.9486289,Elkton Hall (Outbound)
vallstad,Valley Drive at Stadium Drive Garage (Outbound),38.9902296,-76.949457,Valley Drive at Stadium Drive Garage (Outbound)
benj,Benjamin Building,38.987176,-76.9471001,Benjamin Building
amersafe,America Boulevard at Safeway,38.9674013,-76.9522059,America Boulevard at Safeway
amerregal,America Boulevard at Regal Cinemas Hyattsville,38.9689219,-76.952074,America Boulevard at Regal Cinemas Hyattsville
guilrowa_in,Guilford Drive and Rowalt Drive (Inbound),38.9781553,-76.9390836,Guilford Drive and Rowalt Drive (Inbound)
hage_in,Hagerstown Hall (Inbound),38.99297,-76.9475987,Hagerstown Hall (Inbound)
laplat_in,La Plata Hall (Inbound),38.9922184,-76.94563,La Plata Hall (Inbound)
painglen_ob,Glenn L. Martin Wind Tunnel,38.98995,-76.93725,Glenn L. Martin Wind Tunnel
baltpaca,Baltimore St & Paca St,39.2897837,-76.6223289,Baltimore St & Paca St
painglen_ib,Glenn L. Martin Wind Tunnel,38.98995,-76.93725,Glenn L. Martin Wind Tunnel
wdiapknr_d,West Diamond Ave Park & Ride Lot,39.1411079,-77.211631,West Diamond Ave Park & Ride Lot
brokride,Broken Land Park & Ride East Lot,39.174232,-76.8494732,Broken Land Park & Ride East Lot
greeseve_ob,Greenbelt Rd at Severn Building (Outbound),38.99809,-76.9244527,Greenbelt Rd at Severn Building (Outbound)
greestat_ob,Greenbelt Road and Greenbelt Station Parkway (Outbound),38.9980441,-76.9183707,Greenbelt Road and Greenbelt Station Parkway (Outbound)
gree60th_ob,Greenbelt Rd and 60th Ave,38.9979499,-76.9126796,Greenbelt Rd and 60th Ave
60thgree_ob,60th Ave and Greenbelt Rd (Outbound),38.9973235,-76.911988,60th Ave and Greenbelt Rd (Outbound)
60thruat_ob,60th Ave and Ruatan St (Outbound),38.9947933,-76.9115234,60th Ave and Ruatan St (Outbound)
cunnpont,Cunningham Dr and Pontiac St,38.9923653,-76.9130547,Cunningham Dr and Pontiac St
pont63rd_ob,Pontiac St and 63rd Ave (Outbound),38.9910682,-76.9080273,Pontiac St and 63rd Ave (Outbound)
westpark_ob,Westchester Park Circle,38.9899966,-76.9043144,Westchester Park Circle
ridgivy_ob,Ridge Road and Ivy Lane,39.0076373,-76.8907826,Ridge Road and Ivy Lane
ivylast_ob,Ivy Lane and Lastner Lane,39.0074111,-76.8889441,Ivy Lane and Lastner Lane
lastjuli_ob,Lastner Lane and Julian Court (Outbound),39.009003,-76.8855675,Lastner Lane and Julian Court (Outbound)
ridgrese_ob,Ridge Road and Research Road (Outbound),39.0113012,-76.8784344,Ridge Road and Research Road (Outbound)
ridgplat_ob,Ridge Road and Plateau Place (Outbound),39.0090892,-76.8734108,Ridge Road and Plateau Place (Outbound)
ridgeast_ob,Ridge Road and Eastway (Outbound),39.0050668,-76.8729771,Ridge Road and Eastway (Outbound)
ridggard_ob,Ridge Road and Gardenway (Outbound),39.0008081,-76.8729202,Ridge Road and Gardenway (Outbound)
ridggrid,Ridge Road at Green Ridge House Apartments,38.9992112,-76.874829,Ridge Road at Green Ridge House Apartments
westridg_ob,Westway and Ridge Road (Outbound),38.9994685,-76.8821864,Westway and Ridge Road (Outbound)
lakewest_ob,Lakeside Drive and Westway (Outbound),38.9985222,-76.8850616,Lakeside Drive and Westway (Outbound)
lakegree_ob,Lakecrest Drive and Greenbelt Road (Outbound),38.9960411,-76.886761,Lakecrest Drive and Greenbelt Road (Outbound)
greegree_ob,Greenbelt Rd at Greenway Center (Outbound),38.9939788,-76.8775104,Greenbelt Rd at Greenway Center (Outbound)
oraghano_ob,Ora Glen Dr and Hanover Pkwy,38.99108,-76.8757162,Ora Glen Dr and Hanover Pkwy
oraggree_ob,Ora Glen Dr and Greenbrook Dr,38.9902385,-76.870705,Ora Glen Dr and Greenbrook Dr
oragmorr,Ora Glen Drive and Morrison Drive,38.9892076,-76.8672934,Ora Glen Drive and Morrison Drive
mandcann_ob,Mandan Rd and Canning Terr,38.9904441,-76.8643979,Mandan Rd and Canning Terr
mandgoak_d,Mandan Rd at Glen Oaks Apartments,38.992671,-76.864278,Mandan Rd at Glen Oaks Apartments
mandhano_ib,Mandan Rd and Hanover Pkwy,38.9979006,-76.8654631,Mandan Rd and Hanover Pkwy
hanoelea_ib,Hanover Pkwy at Eleanor Roosevelt High School,38.9965594,-76.8705396,Hanover Pkwy at Eleanor Roosevelt High School
hanogree_ib,Hanover Pkwy and Greenbelt Rd,38.9948379,-76.8740241,Hanover Pkwy and Greenbelt Rd
greegreei_ib,Greenbelt Rd at Greenway Center (Inbound),38.9942301,-76.8770008,Greenbelt Rd at Greenway Center (Inbound)
lakegree_ib,Lakecrest Drive and Greenbelt Road (Inbound),38.9960957,-76.8866386,Lakecrest Drive and Greenbelt Road (Inbound)
lakelake_ib,Lakecrest Dr and Lakeside Dr,38.9978001,-76.886087,Lakecrest Dr and Lakeside Dr
lakewest_ib,Lakeside Dr and Westway (Inbound),38.9986079,-76.8848814,Lakeside Dr and Westway (Inbound)
westridg_ib,Westway and Ridge Rd (Inbound),38.9995338,-76.8819761,Westway and Ridge Rd (Inbound)
ridgsout_ib,Ridge Rd and Southway,38.9986295,-76.8767675,Ridge Rd and Southway
ridggard_ib,Ridge Rd and Gardenway (Inbound),39.0006214,-76.8729368,Ridge Rd and Gardenway (Inbound)
ridgeast_ib,Ridge Rd and Eastway (Inbound),39.0048962,-76.8727822,Ridge Rd and Eastway (Inbound)
ridgplat_ib,Ridge Rd and Plateau Pl (Inbound),39.0092352,-76.8733011,Ridge Rd and Plateau Pl (Inbound)
ridgrese_ib,Ridge Rd and Research Rd (Inbound),39.0113699,-76.8780186,Ridge Rd and Research Rd (Inbound)
lastjuli_ib,Lastner Ln and Julian Ct (Inbound),39.0090903,-76.8853262,Lastner Ln and Julian Ct (Inbound)
lastivy_ib,Lastner Ln and Ivy Ln,39.0075078,-76.8887266,Lastner Ln and Ivy Ln
ivyridg_ib,Ivy Ln and Ridge Rd,39.0077479,-76.8906287,Ivy Ln and Ridge Rd
westpark_ib,Westchester Park Circle,38.9899967,-76.9043145,Westchester Park Circle
pont63rd_ib,Pontiac St and 63rd Ave (Inbound),38.9910473,-76.9076994,Pontiac St and 63rd Ave (Inbound)
pontcunn_ib,Pontiac St and Cunningham Dr,38.9922585,-76.9129185,Pontiac St and Cunningham Dr
ruat60th_ib,60th Ave and Ruatan St (Inbound),38.9946237,-76.9114003,60th Ave and Ruatan St (Inbound)
gree60th_ib,60th Ave and Greenbelt Rd (Inbound),38.9972712,-76.9119102,60th Ave and Greenbelt Rd (Inbound)
greestat_ib,Greenbelt Road and Greenbelt Station Parkway (Inbound),38.9981455,-76.918404,Greenbelt Road and Greenbelt Station Parkway (Inbound)
greerhod_ib,Greenbelt Rd at Severn Building (Inbound),38.9982133,-76.9254433,Greenbelt Rd at Severn Building (Inbound)
enclave,The Enclave,38.99782,-76.93182,The Enclave
bowiuniv,Bowie State University,39.0176137,-76.7613399,Bowie State University
