course,semester,average_gpa,count
SPAN207,Fall 2016,3.043,91
SPAN207,Spring 2017,3.255,119
SPAN207,Fall 2017,3.143,115
SPAN207,Spring 2018,3.204,101
SPAN207,Fall 2018,3.21,126
SPAN207,Spring 2019,3.269,103
SPAN207,Fall 2019,3.198,119
SPAN207,Spring 2020,2.706,95
SPAN207,Fall 2020,3.679,103
SPAN207,Spring 2021,2.988,77
SPAN207,Fall 2021,3.395,112
SPAN207,Spring 2022,2.993,69
SPAN207,Fall 2022,3.259,81
SPAN207,Spring 2023,2.919,77
SPAN207,Fall 2023,3.028,75
SPAN207,Spring 2024,2.735,65
SPAN207H,Spring 2012,3.317,23
SPAN207H,Spring 2013,3.45,16
SPAN207H,Spring 2014,3.037,19
SPAN235,Spring 2012,2.642,57
SPAN269A,Spring 2018,0.0,6
SPAN269A,Spring 2020,0.0,5
SPAN269B,Spring 2022,0.0,5
SPAN269B,Spring 2023,2.12,5
SPAN269L,Spring 2012,2.882,11
SPAN269L,Spring 2013,3.24,10
SPAN269L,Fall 2013,3.3,9
SPAN269L,Spring 2014,3.212,8
SPAN269L,Spring 2015,3.34,10
SPAN269L,Spring 2016,2.736,11
SPAN269L,Spring 2017,2.933,6
SPAN269L,Spring 2019,0.0,11
SPAN269L,Spring 2020,0.0,15
SPAN269V,Spring 2017,3.94,5
SPAN269V,Spring 2018,0.0,9
SPAN269V,Spring 2019,0.0,9
SPAN301,Spring 2012,3.376,120
SPAN301,Fall 2012,3.378,155
SPAN301,Spring 2013,3.473,128
SPAN301,Fall 2013,3.399,148
SPAN301,Spring 2014,3.268,119
SPAN301,Fall 2014,3.146,133
SPAN301,Spring 2015,3.217,112
SPAN301,Fall 2015,2.996,140
SPAN301,Spring 2016,3.14,119
SPAN301,Fall 2016,3.196,140
SPAN301,Spring 2017,2.868,115
SPAN301,Fall 2017,3.313,156
SPAN301,Spring 2018,3.248,134
SPAN301,Fall 2018,3.351,146
SPAN301,Spring 2019,3.187,136
SPAN301,Fall 2019,3.504,127
SPAN301,Spring 2020,2.701,103
SPAN301,Fall 2020,3.419,74
SPAN301,Spring 2021,3.596,95
SPAN301,Fall 2021,3.569,62
SPAN301,Spring 2022,3.277,73
SPAN301,Fall 2022,3.24,63
SPAN301,Spring 2023,3.216,73
SPAN301,Fall 2023,3.323,62
SPAN301,Spring 2024,3.439,61
SPAN302,Spring 2012,2.955,71
SPAN302,Fall 2012,3.322,45
SPAN302,Spring 2013,2.866,73
SPAN302,Fall 2013,3.373,52
SPAN302,Spring 2014,3.589,55
SPAN302,Fall 2014,3.187,32
SPAN302,Spring 2015,2.54,48
SPAN302,Fall 2015,3.07,30
SPAN302,Spring 2016,3.151,43
SPAN302,Fall 2016,3.157,30
SPAN302,Spring 2017,3.588,8
SPAN302,Spring 2018,0.0,7
SPAN302,Spring 2019,2.091,11
SPAN302,Spring 2020,0.0,7
SPAN303,Spring 2012,3.364,119
SPAN303,Fall 2012,3.15,117
SPAN303,Spring 2013,3.265,119
SPAN303,Fall 2013,3.246,113
SPAN303,Spring 2014,3.303,129
SPAN303,Fall 2014,3.068,127
SPAN303,Spring 2015,3.14,122
SPAN303,Fall 2015,2.891,100
SPAN303,Spring 2016,3.084,117
SPAN303,Fall 2016,2.994,122
SPAN303,Spring 2017,3.239,129
SPAN303,Fall 2017,3.177,128
SPAN303,Spring 2018,3.172,138
SPAN303,Fall 2018,3.099,124
SPAN303,Spring 2019,3.111,131
SPAN303,Fall 2019,3.146,131
SPAN303,Spring 2020,2.481,115
SPAN303,Fall 2020,3.031,118
SPAN303,Spring 2021,2.422,78
SPAN303,Fall 2021,3.223,95
SPAN303,Spring 2022,3.089,65
SPAN303,Fall 2022,3.167,79
SPAN303,Spring 2023,3.175,44
SPAN303,Fall 2023,2.997,79
SPAN303,Spring 2024,3.44,55
SPAN306,Spring 2012,2.968,25
SPAN306,Spring 2013,3.081,16
SPAN306,Fall 2013,2.845,11
SPAN306,Spring 2014,3.231,16
SPAN306,Fall 2014,2.79,20
SPAN306,Spring 2015,2.635,17
SPAN306,Fall 2015,3.355,11
SPAN306,Spring 2016,3.111,19
SPAN306,Fall 2016,2.706,16
SPAN306,Spring 2017,3.022,9
SPAN306,Fall 2017,3.121,14
SPAN306,Spring 2018,3.218,11
SPAN306,Fall 2018,2.945,20
SPAN306,Spring 2019,2.908,13
SPAN306,Fall 2019,2.971,17
SPAN306,Spring 2020,2.018,17
SPAN306,Fall 2020,3.045,11
SPAN306,Spring 2021,2.6,10
SPAN306,Fall 2021,2.74,10
SPAN306,Spring 2022,3.371,7
SPAN306,Spring 2023,3.208,13
SPAN306,Fall 2023,3.369,16
SPAN306,Spring 2024,2.522,9
SPAN307,Spring 2012,3.217,23
SPAN307,Spring 2013,3.59,20
SPAN307,Spring 2014,2.97,20
SPAN307,Spring 2015,3.173,22
SPAN307,Spring 2016,2.905,21
SPAN307,Spring 2017,2.911,9
SPAN307,Spring 2018,2.933,9
SPAN307,Spring 2019,3.0,7
SPAN307,Spring 2020,1.992,13
SPAN307,Spring 2022,3.233,6
SPAN307,Spring 2023,3.162,8
SPAN307,Spring 2024,3.064,11
SPAN310,Fall 2012,3.168,22
SPAN310,Fall 2013,3.368,22
SPAN310,Fall 2014,3.42,20
SPAN310,Fall 2015,2.37,10
SPAN310,Fall 2016,3.288,8
SPAN310,Fall 2017,2.791,11
SPAN311,Spring 2017,3.206,36
SPAN311,Fall 2017,2.682,38
SPAN311,Spring 2018,2.883,29
SPAN311,Fall 2018,3.1,38
SPAN311,Spring 2019,3.618,55
SPAN311,Fall 2019,3.435,63
SPAN311,Spring 2020,2.766,71
SPAN311,Fall 2020,3.482,77
SPAN311,Spring 2021,3.483,72
SPAN311,Fall 2021,3.676,58
SPAN311,Spring 2022,3.552,61
SPAN311,Fall 2022,3.436,42
SPAN311,Spring 2023,3.534,47
SPAN311,Fall 2023,3.4,48
SPAN311,Spring 2024,3.3,37
SPAN315,Fall 2012,3.658,97
SPAN315,Fall 2013,3.41,112
SPAN315,Spring 2014,3.414,7
SPAN315,Fall 2014,3.49,92
SPAN315,Fall 2015,3.584,113
SPAN315,Fall 2016,3.627,81
SPAN315,Fall 2017,3.712,58
SPAN315,Spring 2018,3.546,24
SPAN316,Fall 2012,3.385,75
SPAN316,Fall 2013,3.469,72
SPAN316,Fall 2014,3.415,66
SPAN316,Spring 2015,3.609,23
SPAN316,Fall 2015,3.406,63
SPAN316,Spring 2016,3.3,21
SPAN316,Fall 2016,2.855,62
SPAN316,Spring 2017,3.22,20
SPAN316,Fall 2017,3.45,54
SPAN316,Spring 2018,3.322,40
SPAN316,Fall 2018,3.433,52
SPAN316,Spring 2019,3.412,34
SPAN316,Fall 2019,3.083,41
SPAN316,Spring 2020,1.871,31
SPAN316,Fall 2020,3.0,34
SPAN316,Spring 2021,2.695,19
SPAN316,Fall 2021,3.168,25
SPAN316,Spring 2022,3.1,14
SPAN316,Fall 2022,3.444,16
SPAN316,Spring 2023,3.56,10
SPAN316,Fall 2023,3.256,18
SPAN316,Spring 2024,2.57,10
SPAN317,Spring 2012,3.411,56
SPAN318,Spring 2013,3.279,58
SPAN318,Spring 2014,3.55,40
SPAN318,Spring 2015,3.373,30
SPAN318,Fall 2015,3.662,8
SPAN318,Spring 2016,3.374,27
SPAN318,Fall 2016,3.167,12
SPAN318,Spring 2017,3.0,16
SPAN318,Spring 2018,3.8,19
SPAN325,Fall 2018,3.344,16
SPAN325,Fall 2020,2.833,21
SPAN325,Fall 2021,3.186,14
SPAN325,Fall 2023,3.686,7
SPAN331,Fall 2012,3.371,24
SPAN331,Fall 2013,3.175,24
SPAN331,Fall 2014,2.767,24
SPAN331,Fall 2015,3.044,9
SPAN331,Fall 2016,2.962,16
SPAN331,Fall 2017,3.7,24
SPAN331,Fall 2018,3.441,22
SPAN331,Fall 2019,3.12,20
SPAN331,Fall 2020,3.247,19
SPAN331,Fall 2021,3.8,8
SPAN331,Fall 2022,3.412,8
SPAN331,Fall 2023,3.51,10
SPAN332,Spring 2012,2.833,24
SPAN332,Spring 2013,2.512,32
SPAN332,Spring 2014,3.268,31
SPAN332,Spring 2015,3.588,16
SPAN332,Spring 2016,3.821,24
SPAN332,Spring 2017,3.332,19
SPAN332,Spring 2018,1.856,16
SPAN332,Spring 2019,2.009,11
SPAN332,Spring 2020,2.833,24
SPAN332,Spring 2021,3.728,18
SPAN332,Spring 2022,3.1,17
SPAN332,Spring 2024,3.683,6
SPAN333,Spring 2012,1.718,22
SPAN333,Fall 2012,2.769,16
SPAN333,Spring 2013,3.248,21
SPAN333,Fall 2013,3.082,17
SPAN333,Spring 2014,3.243,21
SPAN333,Fall 2014,2.935,17
SPAN333,Spring 2015,3.675,12
SPAN333,Fall 2015,2.978,9
SPAN333,Spring 2016,3.422,23
SPAN333,Fall 2016,2.925,16
SPAN333,Spring 2017,2.458,24
SPAN333,Fall 2017,3.08,5
SPAN333,Spring 2018,2.41,10
SPAN333,Fall 2018,2.616,19
SPAN333,Spring 2019,1.185,13
SPAN333,Fall 2019,2.507,14
SPAN333,Spring 2020,2.962,8
SPAN333,Fall 2020,3.13,20
SPAN333,Spring 2021,2.111,9
SPAN333,Fall 2021,1.673,11
SPAN333,Spring 2022,3.038,8
SPAN333,Fall 2022,3.458,24
SPAN333,Spring 2023,3.27,10
SPAN333,Spring 2024,3.564,11
SPAN335,Spring 2012,0.0,11
SPAN335,Spring 2013,3.36,15
SPAN335,Spring 2014,3.481,16
SPAN335,Spring 2015,3.543,14
SPAN359A,Fall 2015,3.3,8
SPAN359B,Fall 2016,2.8,10
SPAN359B,Fall 2017,3.55,16
SPAN359C,Fall 2017,3.9,7
SPAN359E,Spring 2024,3.158,12
SPAN359L,Fall 2018,2.778,9
SPAN359L,Fall 2019,3.522,9
SPAN359O,Fall 2019,3.569,16
SPAN359P,Spring 2023,3.508,13
SPAN359P,Spring 2024,3.183,6
SPAN361,Fall 2012,2.984,49
SPAN361,Fall 2013,2.878,41
SPAN361,Fall 2014,2.981,43
SPAN361,Fall 2015,3.071,31
SPAN361,Fall 2016,3.012,32
SPAN361,Fall 2017,2.903,39
SPAN361,Fall 2018,2.968,41
SPAN361,Fall 2019,3.076,50
SPAN361,Fall 2020,3.429,45
SPAN361,Fall 2021,3.131,42
SPAN361,Fall 2022,3.054,26
SPAN361,Fall 2023,3.24,25
SPAN362,Spring 2012,3.166,67
SPAN362,Spring 2013,3.066,47
SPAN362,Spring 2014,2.867,51
SPAN362,Spring 2015,3.119,47
SPAN362,Spring 2016,3.383,30
SPAN362,Spring 2017,2.648,29
SPAN362,Spring 2018,2.8,44
SPAN362,Spring 2019,3.038,37
SPAN362,Spring 2020,2.416,50
SPAN362,Spring 2021,2.479,53
SPAN362,Spring 2022,3.5,37
SPAN362,Spring 2023,3.303,34
SPAN362,Spring 2024,3.244,32
SPAN363,Spring 2012,3.257,37
SPAN363,Fall 2012,2.986,21
SPAN363,Spring 2013,3.147,45
SPAN363,Fall 2013,3.153,30
SPAN363,Spring 2014,2.94,48
SPAN363,Fall 2014,3.256,27
SPAN363,Spring 2015,2.983,42
SPAN363,Fall 2015,3.072,25
SPAN363,Spring 2016,2.839,41
SPAN363,Fall 2016,2.7,12
SPAN363,Spring 2017,2.869,36
SPAN363,Fall 2017,3.329,17
SPAN363,Spring 2018,3.235,31
SPAN363,Fall 2018,3.252,23
SPAN363,Spring 2019,3.041,44
SPAN363,Fall 2019,3.415,46
SPAN363,Spring 2020,2.591,46
SPAN363,Fall 2020,3.227,41
SPAN363,Spring 2021,3.107,55
SPAN363,Fall 2021,3.496,49
SPAN363,Spring 2022,3.339,41
SPAN363,Fall 2022,3.43,27
SPAN363,Spring 2023,3.593,41
SPAN363,Fall 2023,3.481,31
SPAN363,Spring 2024,3.367,27
SPAN369A,Spring 2012,0.0,10
SPAN369A,Spring 2013,0.0,12
SPAN369A,Spring 2014,3.773,11
SPAN369A,Spring 2015,0.0,12
SPAN369A,Spring 2017,3.812,8
SPAN369A,Spring 2018,0.0,6
SPAN369A,Spring 2019,0.0,7
SPAN369A,Spring 2020,0.0,5
SPAN369B,Spring 2014,3.633,6
SPAN369O,Spring 2012,3.757,7
SPAN369Q,Spring 2013,0.0,6
SPAN369Q,Spring 2014,3.633,9
SPAN369Q,Spring 2018,0.0,8
SPAN369Q,Spring 2019,0.0,9
SPAN369Q,Spring 2020,0.0,7
SPAN369R,Spring 2014,3.733,6
SPAN370,Fall 2018,3.83,23
SPAN370,Spring 2019,3.26,25
SPAN370,Fall 2019,3.571,34
SPAN370,Spring 2020,1.755,20
SPAN370,Fall 2020,3.291,34
SPAN370,Spring 2021,3.158,24
SPAN370,Fall 2021,3.857,23
SPAN370,Spring 2022,3.866,29
SPAN370,Fall 2022,3.429,14
SPAN370,Spring 2023,3.775,20
SPAN370,Fall 2023,3.754,13
SPAN370,Spring 2024,3.696,26
SPAN371,Spring 2016,4.0,22
SPAN371,Spring 2017,3.7,20
SPAN371,Spring 2018,3.677,26
SPAN371,Spring 2019,3.444,25
SPAN371,Spring 2020,3.904,26
SPAN371,Spring 2021,3.828,25
SPAN371,Fall 2021,3.655,22
SPAN371,Spring 2022,3.8,38
SPAN371,Fall 2022,3.567,15
SPAN371,Spring 2023,3.505,22
SPAN371,Fall 2023,3.26,15
SPAN371,Spring 2024,3.3,20
SPAN372,Fall 2020,3.378,9
SPAN372,Fall 2021,3.48,10
SPAN372,Fall 2022,3.283,6
SPAN372,Fall 2023,3.6,5
SPAN373,Spring 2019,3.428,18
SPAN373,Spring 2020,2.492,25
SPAN373,Spring 2021,3.536,25
SPAN373,Spring 2022,3.684,25
SPAN373,Spring 2023,3.814,21
SPAN373,Spring 2024,3.5,16
SPAN374,Fall 2018,3.61,20
SPAN374,Fall 2020,3.655,22
SPAN374,Fall 2021,3.76,20
SPAN374,Fall 2022,3.48,5
SPAN374,Fall 2023,3.447,15
SPAN375,Fall 2020,3.962,8
SPAN375,Fall 2021,3.675,8
SPAN375,Fall 2022,3.257,14
SPAN375,Fall 2023,3.18,5
SPAN389A,Spring 2015,3.133,15
SPAN401,Spring 2012,3.186,7
SPAN401,Spring 2013,4.0,5
SPAN401,Spring 2014,3.51,10
SPAN401,Spring 2015,3.8,5
SPAN401,Spring 2016,0.0,7
SPAN401,Spring 2019,3.94,5
SPAN407,Spring 2023,3.522,9
SPAN408A,Fall 2013,3.189,18
SPAN408A,Spring 2015,3.625,8
SPAN408A,Spring 2018,2.4,5
SPAN408A,Spring 2021,2.382,22
SPAN408B,Fall 2013,3.623,13
SPAN408B,Spring 2018,2.705,20
SPAN408B,Spring 2020,2.235,20
SPAN408C,Spring 2013,3.222,9
SPAN408C,Fall 2015,3.022,23
SPAN408C,Spring 2018,3.888,8
SPAN408C,Spring 2021,3.087,30
SPAN408D,Spring 2013,3.26,20
SPAN408D,Fall 2015,2.823,13
SPAN408D,Fall 2018,3.121,14
SPAN408D,Spring 2020,2.522,18
SPAN408E,Spring 2012,3.462,8
SPAN408E,Spring 2014,3.347,19
SPAN408E,Fall 2016,3.207,15
SPAN408E,Fall 2018,3.167,6
SPAN408E,Fall 2021,3.231,16
SPAN408F,Spring 2012,2.459,17
SPAN408F,Spring 2014,3.0,13
SPAN408F,Fall 2016,3.309,11
SPAN408F,Fall 2018,3.418,11
SPAN408F,Spring 2020,2.672,25
SPAN408G,Spring 2013,3.488,17
SPAN408G,Fall 2016,3.161,18
SPAN408G,Spring 2019,3.609,23
SPAN408I,Spring 2014,3.452,25
SPAN408I,Fall 2016,3.478,9
SPAN408I,Spring 2019,2.814,14
SPAN408J,Fall 2012,3.461,18
SPAN408K,Fall 2013,3.129,17
SPAN408K,Fall 2015,2.79,21
SPAN408K,Fall 2020,3.441,22
SPAN408K,Fall 2022,3.4,6
SPAN408L,Fall 2014,3.515,20
SPAN408L,Spring 2019,3.368,19
SPAN408L,Fall 2021,3.125,8
SPAN408M,Fall 2014,3.035,17
SPAN408M,Spring 2020,1.938,24
SPAN408O,Spring 2012,3.008,24
SPAN408O,Fall 2014,2.933,9
SPAN408O,Spring 2017,2.824,17
SPAN408P,Spring 2012,2.612,25
SPAN408P,Spring 2021,1.027,15
SPAN408Q,Spring 2015,3.093,15
SPAN408Q,Spring 2017,3.7,14
SPAN408Q,Fall 2019,3.135,23
SPAN408Q,Spring 2022,3.7,27
SPAN408R,Spring 2013,3.671,17
SPAN408R,Fall 2017,2.615,13
SPAN408R,Fall 2019,2.623,13
SPAN408R,Spring 2022,2.873,11
SPAN408T,Spring 2015,3.354,24
SPAN408T,Spring 2016,2.819,16
SPAN408T,Spring 2017,2.912,8
SPAN408T,Fall 2019,3.2,8
SPAN408V,Fall 2012,3.094,17
SPAN408V,Spring 2016,2.8,11
SPAN408V,Fall 2019,3.189,9
SPAN408W,Fall 2012,3.381,21
SPAN408W,Spring 2016,2.541,22
SPAN408W,Fall 2020,3.065,17
SPAN408X,Spring 2015,2.9,17
SPAN408X,Spring 2016,3.0,8
SPAN409O,Spring 2012,3.0,6
SPAN409W,Spring 2015,0.0,5
SPAN415,Spring 2012,3.768,85
SPAN415,Spring 2013,3.582,71
SPAN415,Spring 2014,3.605,77
SPAN415,Spring 2015,3.738,66
SPAN415,Spring 2016,3.695,62
SPAN415,Spring 2017,3.641,51
SPAN415,Fall 2017,3.931,13
SPAN415,Spring 2018,3.519,37
SPAN420,Fall 2023,3.225,12
SPAN422,Spring 2012,3.658,24
SPAN422,Spring 2013,3.588,16
SPAN422,Spring 2014,3.617,18
SPAN422,Spring 2015,3.025,12
SPAN422,Spring 2016,3.0,13
SPAN422,Spring 2017,3.614,28
SPAN422,Spring 2018,3.077,22
SPAN422,Spring 2019,2.606,17
SPAN422,Fall 2020,3.365,17
SPAN425,Fall 2012,3.24,20
SPAN425,Fall 2013,3.385,27
SPAN425,Fall 2014,3.204,26
SPAN425,Fall 2015,3.191,22
SPAN425,Fall 2016,2.9,17
SPAN425,Fall 2018,2.817,12
SPAN425,Fall 2019,2.936,22
SPAN425,Fall 2020,3.186,14
SPAN425,Fall 2021,2.6,14
SPAN425,Fall 2022,3.683,18
SPAN425,Fall 2023,3.464,14
SPAN426,Spring 2012,3.2,11
SPAN426,Spring 2013,3.37,10
SPAN426,Spring 2014,3.165,17
SPAN426,Spring 2015,2.882,17
SPAN426,Spring 2016,2.783,12
SPAN426,Spring 2019,2.876,21
SPAN426,Spring 2020,1.579,14
SPAN426,Spring 2022,2.883,12
SPAN426,Spring 2023,3.154,13
SPAN426,Spring 2024,3.38,10
SPAN427,Fall 2013,2.675,8
SPAN427,Fall 2015,2.733,6
SPAN427,Fall 2017,3.23,10
SPAN430,Spring 2014,3.555,11
SPAN430,Spring 2021,2.243,7
SPAN431,Spring 2024,3.596,25
SPAN439G,Spring 2022,3.94,5
SPAN442,Spring 2023,3.45,16
SPAN448J,Spring 2023,3.167,6
SPAN448K,Spring 2023,3.146,13
SPAN448Q,Fall 2022,3.22,15
SPAN449A,Spring 2019,0.0,5
SPAN449J,Spring 2017,3.5,8
SPAN449J,Spring 2018,0.0,5
SPAN450,Fall 2012,3.043,14
SPAN450,Fall 2023,3.315,13
SPAN451,Spring 2024,3.8,8
SPAN452,Spring 2024,3.64,10
SPAN460,Fall 2020,3.55,8
SPAN461,Fall 2023,3.4,6
SPAN470,Fall 2018,3.275,12
SPAN470,Spring 2019,3.287,8
SPAN470,Spring 2020,3.77,10
SPAN470,Spring 2021,3.27,10
SPAN470,Spring 2022,3.675,8
SPAN478A,Spring 2017,3.427,22
SPAN478A,Spring 2021,2.311,27
SPAN478B,Fall 2017,2.858,12
SPAN478I,Spring 2024,3.359,17
SPAN480,Spring 2023,3.857,7
SPAN605,Fall 2019,2.4,10
SPAN605,Fall 2021,4.0,5
SPAN605,Fall 2023,3.88,5
SPAN610,Spring 2016,3.855,11
SPAN611,Fall 2014,2.243,7
SPAN625,Fall 2017,2.391,11
SPAN699B,Spring 2012,0.0,7
SPAN788N,Spring 2013,3.2,5
SPAN788N,Fall 2018,0.0,5
SPAN798A,Spring 2012,3.0,8
SPAN798A,Fall 2015,3.286,7
SPAN798A,Fall 2022,4.0,6
SPAN798B,Fall 2015,2.857,7
SPAN798B,Fall 2022,3.6,10
SPAN798C,Spring 2013,3.386,7
SPAN798C,Fall 2015,2.711,9
SPAN798C,Fall 2018,3.86,5
SPAN798C,Spring 2023,3.429,7
SPAN798D,Spring 2013,4.0,9
SPAN798D,Fall 2016,3.078,9
SPAN798D,Spring 2019,3.2,5
SPAN798D,Spring 2023,4.0,6
SPAN798E,Fall 2013,2.793,14
SPAN798E,Fall 2016,4.0,10
SPAN798E,Spring 2019,2.667,6
SPAN798E,Spring 2023,2.875,8
SPAN798F,Fall 2012,2.857,7
SPAN798F,Spring 2019,3.9,6
SPAN798F,Fall 2023,3.0,6
SPAN798G,Fall 2016,3.856,9
SPAN798G,Fall 2019,3.9,9
SPAN798G,Fall 2023,3.5,8
SPAN798I,Fall 2019,4.0,5
SPAN798I,Fall 2023,4.0,5
SPAN798J,Fall 2013,1.714,7
SPAN798J,Spring 2016,2.057,7
SPAN798J,Fall 2019,2.388,8
SPAN798J,Spring 2024,3.429,7
SPAN798K,Fall 2013,3.233,6
SPAN798K,Spring 2016,3.444,9
SPAN798K,Spring 2020,2.909,11
SPAN798K,Spring 2024,3.14,5
SPAN798L,Spring 2014,3.078,9
SPAN798L,Spring 2017,4.0,5
SPAN798M,Spring 2014,2.5,8
SPAN798M,Spring 2021,3.429,7
SPAN798N,Spring 2014,3.08,5
SPAN798N,Spring 2017,3.962,8
SPAN798N,Spring 2021,2.8,11
SPAN798N,Spring 2022,2.567,6
SPAN798O,Spring 2014,2.671,7
SPAN798O,Fall 2020,3.671,7
SPAN798P,Spring 2020,3.429,7
SPAN798P,Spring 2024,2.8,10
SPAN798Q,Spring 2012,3.88,10
SPAN798Q,Fall 2014,2.667,9
SPAN798Q,Spring 2020,2.243,7
SPAN798R,Fall 2014,3.95,6
SPAN798R,Spring 2018,3.2,7
SPAN798R,Fall 2021,3.0,8
SPAN798T,Fall 2012,3.273,11
SPAN798T,Fall 2017,3.243,7
SPAN798T,Spring 2021,4.0,5
SPAN798U,Fall 2020,3.14,10
SPAN798V,Spring 2012,3.667,6
SPAN798V,Fall 2012,2.814,7
SPAN798V,Fall 2013,3.575,12
SPAN798V,Fall 2017,3.262,8
SPAN798V,Fall 2020,4.0,8
SPAN798V,Fall 2022,3.14,10
SPAN798W,Spring 2012,2.942,12
SPAN798W,Fall 2012,2.85,12
SPAN798W,Spring 2015,1.738,13
SPAN798W,Fall 2017,2.617,6
SPAN798W,Fall 2021,3.556,9
SPAN798X,Spring 2015,3.54,10
SPAN798X,Spring 2018,3.329,7
SPAN798X,Spring 2022,4.0,6
SPAN798Y,Spring 2022,2.857,7
SPAN798Z,Spring 2015,3.031,13
SPAN798Z,Fall 2017,3.044,9
SPAN798Z,Fall 2021,2.667,6
SPHL100,Spring 2018,2.905,20
SPHL100,Fall 2018,3.252,324
SPHL100,Spring 2019,3.137,408
SPHL100,Fall 2019,2.961,405
SPHL100,Spring 2020,3.089,404
SPHL100,Fall 2020,3.757,409
SPHL100,Spring 2021,3.726,403
SPHL100,Fall 2021,3.557,445
SPHL100,Spring 2022,3.574,392
SPHL100,Fall 2022,3.425,413
SPHL100,Spring 2023,3.538,358
SPHL100,Fall 2023,3.526,423
SPHL100,Spring 2024,3.566,310
SPHL240,Fall 2017,3.863,24
SPHL240,Spring 2018,3.706,17
SPHL240,Fall 2018,3.471,24
SPHL240,Spring 2019,3.125,16
SPHL240,Fall 2019,3.862,21
SPHL246,Fall 2019,2.171,21
SPHL246,Fall 2020,2.12,5
SPHL246,Spring 2021,2.3,8
SPHL246,Fall 2021,2.728,18
SPHL246,Spring 2022,1.859,17
SPHL246,Fall 2022,2.871,7
SPHL246,Spring 2023,2.043,7
SPHL246,Fall 2023,2.742,12
SPHL260,Spring 2020,3.68,30
SPHL291,Spring 2020,2.644,27
SPHL291,Fall 2020,3.308,24
SPHL291,Spring 2021,3.445,22
SPHL291,Fall 2021,3.596,25
SPHL291,Spring 2022,3.565,23
SPHL291,Fall 2022,3.361,28
SPHL298,Fall 2013,4.0,12
SPHL298A,Spring 2012,3.667,12
SPHL298A,Fall 2012,4.0,11
SPHL298A,Spring 2013,3.917,12
SPHL298A,Spring 2014,4.0,9
SPHL333,Fall 2019,4.0,13
SPHL333,Spring 2020,4.0,10
SPHL333,Fall 2020,4.0,20
SPHL333,Spring 2021,3.957,23
SPHL333,Fall 2021,4.0,11
SPHL333,Spring 2022,4.0,18
SPHL333,Fall 2022,3.7,29
SPHL333,Spring 2023,4.0,8
SPHL333,Fall 2023,4.0,22
SPHL333,Spring 2024,3.81,21
SPHL389,Spring 2013,2.286,7
SPHL399,Fall 2021,3.429,7
SPHL399,Spring 2022,4.0,5
SPHL399,Fall 2022,1.808,12
SPHL399,Fall 2023,3.909,11
SPHL400,Fall 2012,3.637,54
SPHL400,Spring 2014,3.535,52
SPHL400,Spring 2015,3.172,112
SPHL401,Fall 2012,2.743,56
SPHL401,Fall 2013,2.817,65
SPHL401,Fall 2014,3.124,42
SPHL402,Spring 2012,3.214,42
SPHL402,Spring 2013,3.129,62
SPHL402,Spring 2014,3.871,52
SPHL402,Spring 2015,3.803,29
SPHL410,Fall 2012,3.264,53
SPHL410,Fall 2013,3.0,62
SPHL410,Fall 2014,3.021,19
SPHL412,Spring 2012,3.525,44
SPHL412,Spring 2013,3.339,46
SPHL412,Spring 2014,3.672,29
SPHL412,Spring 2015,3.257,30
SPHL415,Fall 2013,3.539,54
SPHL415,Fall 2014,2.721,66
SPHL415,Spring 2015,3.015,55
SPHL491,Spring 2012,3.625,24
SPHL491,Spring 2013,3.7,30
SPHL491,Spring 2014,3.962,24
SPHL491,Spring 2015,3.765,17
SPHL498F,Spring 2012,3.0,23
SPHL498F,Spring 2013,2.93,37
SPHL498F,Spring 2014,3.636,61
SPHL498F,Spring 2015,3.623,48
SPHL498F,Fall 2015,2.875,8
SPHL498F,Spring 2016,3.41,63
SPHL498F,Fall 2016,2.86,35
SPHL498G,Spring 2012,2.931,58
SPHL498G,Spring 2015,3.564,59
SPHL498G,Spring 2016,3.5,30
SPHL498G,Spring 2017,3.64,15
SPHL498J,Fall 2012,3.458,31
SPHL498L,Spring 2012,3.748,25
SPHL498L,Spring 2013,3.737,52
SPHL498L,Spring 2014,3.0,40
SPHL498L,Fall 2014,3.356,18
SPHL498L,Fall 2015,3.636,11
SPHL498M,Spring 2012,2.96,25
SPHL498M,Spring 2013,2.933,30
SPHL498M,Spring 2014,3.577,60
SPHL498M,Fall 2014,3.434,38
SPHL498N,Fall 2012,3.512,49
SPHL498N,Fall 2013,3.419,58
SPHL498N,Fall 2014,3.207,42
SPHL498N,Spring 2015,2.985,33
SPHL498O,Fall 2012,2.7,36
SPHL498O,Fall 2013,2.885,52
SPHL498O,Fall 2014,2.687,60
SPHL498P,Fall 2012,3.318,40
SPHL498P,Fall 2013,3.296,50
SPHL498P,Fall 2014,3.237,60
SPHL498P,Spring 2015,3.653,34
SPHL498Q,Spring 2013,2.721,38
SPHL498R,Spring 2013,3.188,24
SPHL498R,Spring 2014,3.506,32
SPHL498T,Fall 2013,3.34,20
SPHL498T,Fall 2014,3.594,16
SPHL498V,Spring 2014,2.083,24
SPHL498X,Spring 2015,3.243,23
SPHL600,Fall 2012,3.814,7
SPHL600,Fall 2013,2.462,8
SPHL600,Fall 2018,3.705,21
SPHL600,Fall 2019,3.73,10
SPHL600,Spring 2020,2.692,13
SPHL600,Fall 2020,3.962,8
SPHL600,Spring 2021,4.0,13
SPHL600,Fall 2021,3.507,14
SPHL600,Spring 2022,4.0,11
